,score,pval
attractive,55.107412,0.0
com,54.715569,0.0
fbi,54.671686,0.0
dad,52.411317,0.0
emotional,52.285091,0.0
through,52.167256,0.0
army,51.99657,0.0
mental,51.94491,0.0
system,51.627791,0.0
symptoms,51.319197,0.0
launch,51.198956,0.0
democratic,51.07263,0.0
feels,51.061622,0.0
girlfriend,51.043554,0.0
washington,50.686404,0.0
citizens,50.049004,0.0
told,49.911803,0.0
keto,49.881972,0.0
out,49.648323,0.0
girl,49.368771,0.0
carbon,49.193637,0.0
mom,48.781321,0.0
you,48.749842,0.0
sexual,48.734402,0.0
months,48.340151,0.0
lotion,48.327546,0.0
yourself,48.128792,0.0
medications,47.505266,0.0
google,47.023872,0.0
doctors,46.38988,0.0
when,45.618002,0.0
tell,45.468233,0.0
america,45.452883,0.0
situations,44.262051,0.0
girls,43.884595,0.0
depressive,43.848599,0.0
unhappy,43.513328,0.0
by,43.466082,0.0
like,43.437095,0.0
uncomfortable,43.433383,0.0
sister,43.352473,0.0
worse,43.255467,0.0
routine,43.052724,0.0
anyway,42.828333,0.0
aha,42.797841,0.0
physically,42.358582,0.0
officer,42.337506,0.0
solar,42.222692,0.0
apple,41.127195,0.0
rights,41.013842,0.0
mum,40.881699,0.0
united,40.848978,0.0
telling,40.642184,0.0
doctor,40.55633,0.0
corporate,40.533553,0.0
mother,39.958921,0.0
moisturizer,39.695072,0.0
court,39.662877,0.0
sick,39.407135,0.0
bkb,39.120815,0.0
report,39.00378,0.0
til,38.993221,0.0
cars,38.992118,0.0
greece,38.968536,0.0
la,38.918686,0.0
week,38.843364,0.0
hair,38.799291,0.0
cry,38.617994,0.0
killed,38.532819,0.0
queer,38.482635,0.0
life,38.344522,0.0
sleeping,38.207093,0.0
help,38.088742,0.0
experiences,37.780059,0.0
problems,37.676161,0.0
tired,37.461072,0.0
dispenser,37.42736,0.0
economic,37.410289,0.0
prices,37.378824,0.0
site,37.299747,0.0
things,37.003394,0.0
us,36.880565,0.0
zoloft,36.8774,0.0
laws,36.776264,0.0
antidepressants,36.632179,0.0
family,36.369898,0.0
together,36.343135,0.0
happy,36.31597,0.0
pcos,35.844657,0.0
really,35.831575,0.0
nasa,35.598549,0.0
partners,35.519407,0.0
helped,35.472059,0.0
emotions,35.370847,0.0
about,35.058955,0.0
york,35.035283,0.0
growth,34.334963,0.0
conversations,34.330703,0.0
companies,34.221977,0.0
asexuality,33.930405,1e-08
ex,33.926514,1e-08
anxious,33.821796,1e-08
pregnant,33.741266,1e-08
tried,33.704834,1e-08
female,33.207533,1e-08
can,33.140526,1e-08
supportive,33.098266,1e-08
psychiatrist,33.071583,1e-08
prescription,32.622245,1e-08
cm,32.614661,1e-08
illness,32.550183,1e-08
severe,32.412894,1e-08
stress,32.347047,1e-08
fetish,32.34359,1e-08
dota,32.026002,2e-08
miserable,31.995635,2e-08
psychologist,31.941354,2e-08
sr,31.867108,2e-08
married,31.479197,2e-08
person,31.478955,2e-08
actually,31.443192,2e-08
union,31.291575,2e-08
personality,31.108096,2e-08
unattractive,30.917946,3e-08
david,30.896773,3e-08
international,30.747991,3e-08
sunscreen,30.672703,3e-08
shes,30.599456,3e-08
ocd,30.45638,3e-08
therapists,30.446414,3e-08
while,30.330246,4e-08
find,30.220143,4e-08
though,29.698649,5e-08
diagnosis,29.508954,6e-08
csgo,29.496249,6e-08
talked,29.156054,7e-08
hope,29.012578,7e-08
overview,28.995145,7e-08
debate,28.950318,7e-08
shelly,28.838114,8e-08
issues,28.834719,8e-08
attraction,28.819141,8e-08
try,28.778942,8e-08
suicide,28.416947,1e-07
conversation,28.31172,1e-07
since,28.303824,1e-07
cope,28.19293,1.1e-07
chronic,28.166061,1.1e-07
haha,27.664852,1.4e-07
mg,27.584932,1.5e-07
poly,27.369899,1.7e-07
hugs,27.102796,1.9e-07
other,27.054422,2e-07
comfortable,27.021418,2e-07
shawn,27.000721,2e-07
realize,26.950424,2.1e-07
russian,26.948574,2.1e-07
prozac,26.804302,2.3e-07
difficult,26.554635,2.6e-07
need,26.552653,2.6e-07
cleanser,26.283863,2.9e-07
also,26.280962,3e-07
friendship,26.19047,3.1e-07
friendships,26.185954,3.1e-07
author,26.153308,3.2e-07
aghs,26.115765,3.2e-07
younger,25.981933,3.4e-07
boyfriends,25.847402,3.7e-07
physical,25.691949,4e-07
islamic,25.664589,4.1e-07
day,25.660784,4.1e-07
diagnoses,25.360191,4.8e-07
bp,25.338299,4.8e-07
hydrox,25.295935,4.9e-07
counselling,25.188642,5.2e-07
awake,25.039213,5.6e-07
cheated,25.002295,5.7e-07
vaseline,24.794405,6.4e-07
keys,24.793265,6.4e-07
asleep,24.763546,6.5e-07
divorced,24.739272,6.6e-07
hero,24.646763,6.9e-07
been,24.396344,7.8e-07
appointment,24.336976,8.1e-07
trying,24.277567,8.3e-07
mood,24.149682,8.9e-07
do,24.031744,9.5e-07
shooting,23.836064,1.05e-06
school,23.820804,1.06e-06
cbt,23.76973,1.09e-06
exhausted,23.480824,1.26e-06
uhc,23.340837,1.36e-06
identity,23.018422,1.6e-06
calvin,22.827315,1.77e-06
something,22.791905,1.81e-06
pregnancy,22.741994,1.85e-06
lipstick,22.539851,2.06e-06
upset,22.492894,2.11e-06
male,22.380804,2.24e-06
or,22.076522,2.62e-06
else,21.980327,2.75e-06
happiness,21.942278,2.81e-06
brother,21.886688,2.89e-06
apnea,21.750878,3.1e-06
sexually,21.683891,3.21e-06
seeing,21.676055,3.23e-06
behaviour,21.49018,3.56e-06
aupair,21.348066,3.83e-06
kayfabe,21.315905,3.89e-06
tf,21.209818,4.12e-06
lesbians,21.197333,4.14e-06
nervous,21.190985,4.16e-06
xanax,21.030976,4.52e-06
sexuality,20.972182,4.66e-06
thinking,20.92203,4.78e-06
lonely,20.72079,5.31e-06
still,20.501609,5.96e-06
odst,20.463402,6.08e-06
always,20.437767,6.16e-06
angry,20.370753,6.38e-06
kp,20.342997,6.47e-06
hurt,20.333029,6.51e-06
melatonin,20.15204,7.15e-06
breakup,19.996016,7.76e-06
michaels,19.969003,7.87e-06
relate,19.807003,8.57e-06
counseling,19.796619,8.61e-06
istick,19.72038,8.96e-06
hobbes,19.67278,9.19e-06
gank,19.545234,9.82e-06
troll,19.524987,9.93e-06
childcare,19.484181,1.014e-05
caring,19.457206,1.029e-05
situation,19.228365,1.16e-05
it,19.21802,1.166e-05
thats,19.048408,1.274e-05
crying,19.021107,1.293e-05
anderz,18.844028,1.419e-05
hurts,18.75821,1.484e-05
charlie,18.754681,1.487e-05
child,18.635069,1.583e-05
workers,18.603411,1.609e-05
bed,18.52269,1.679e-05
pimples,18.496126,1.703e-05
coping,18.453846,1.741e-05
extremely,18.372007,1.817e-05
gender,18.334038,1.854e-05
blink,18.322556,1.865e-05
mindcrack,18.277882,1.909e-05
mkb,18.251167,1.936e-05
percent,18.199781,1.989e-05
divorce,18.188779,2.001e-05
usually,18.144383,2.048e-05
restrict,18.111063,2.084e-05
feminine,17.927317,2.295e-05
take,17.805127,2.447e-05
cymbalta,17.791575,2.465e-05
went,17.693299,2.595e-05
neem,17.685349,2.606e-05
probably,17.680723,2.613e-05
now,17.640322,2.669e-05
very,17.597426,2.73e-05
advice,17.548334,2.801e-05
selfish,17.50999,2.858e-05
ehlersdanlos,17.352868,3.104e-05
thing,17.349478,3.11e-05
siblings,17.261471,3.257e-05
neutrogena,17.221098,3.327e-05
sociable,17.180401,3.399e-05
eds,17.112935,3.522e-05
stridex,17.048807,3.643e-05
exhausting,16.951096,3.836e-05
pill,16.902673,3.935e-05
kids,16.897262,3.946e-05
masks,16.894881,3.951e-05
skincare,16.829615,4.089e-05
dealing,16.766901,4.226e-05
too,16.755952,4.251e-05
theatre,16.703407,4.37e-05
whatever,16.622524,4.561e-05
kissed,16.615298,4.578e-05
officials,16.612887,4.584e-05
intimate,16.504424,4.854e-05
sucks,16.417743,5.081e-05
confidence,16.412689,5.094e-05
abusive,16.402696,5.121e-05
asexuals,16.36421,5.226e-05
dosage,16.352014,5.26e-05
if,16.277543,5.471e-05
ellie,16.187896,5.736e-05
worried,16.154156,5.839e-05
your,16.124437,5.931e-05
counsellor,16.107364,5.985e-05
orgasm,16.033072,6.225e-05
sydney,16.010137,6.3e-05
lately,15.987321,6.377e-05
nations,15.899291,6.68e-05
vent,15.851639,6.851e-05
better,15.831631,6.924e-05
ashamed,15.814868,6.985e-05
doing,15.806142,7.017e-05
thank,15.782982,7.104e-05
uni,15.757747,7.199e-05
eyebrows,15.582616,7.898e-05
alpha,15.568178,7.958e-05
bf,15.552305,8.025e-05
masculine,15.5177,8.174e-05
thankful,15.428182,8.57e-05
andnbsp,15.414996,8.63e-05
orientation,15.389679,8.746e-05
sadness,15.379827,8.792e-05
trp,15.367629,8.849e-05
mana,15.34125,8.974e-05
tripping,15.331644,9.019e-05
oily,15.327349,9.04e-05
that,15.324964,9.051e-05
wanted,15.321659,9.067e-05
breakouts,15.318637,9.082e-05
skadi,15.317476,9.087e-05
stepdad,15.259791,9.369e-05
lovely,15.20212,9.659e-05
motivation,15.169194,9.829e-05
prescribed,15.120428,0.00010087
mindcrackers,15.106871,0.00010159
baby,15.055822,0.00010438
moisturizing,15.049823,0.00010471
awkward,15.006839,0.00010712
until,14.962034,0.0001097
ssris,14.944392,0.00011073
stay,14.794511,0.00011988
qop,14.775625,0.00012109
normal,14.758927,0.00012217
loving,14.737819,0.00012354
panromantic,14.506013,0.00013971
chad,14.495465,0.0001405
caliper,14.441964,0.00014455
nyx,14.383798,0.00014908
stressed,14.289866,0.00015671
college,14.28124,0.00015743
started,14.264957,0.00015879
semester,14.196443,0.00016468
birthday,14.148383,0.00016894
elses,13.991663,0.00018362
lexapro,13.990365,0.00018375
nonbinary,13.943949,0.00018834
ptsd,13.905902,0.00019219
venting,13.900339,0.00019276
hazel,13.897874,0.00019302
citalopram,13.871425,0.00019575
dysthymia,13.83024,0.00020009
eblade,13.806268,0.00020266
mine,13.78432,0.00020504
selfesteem,13.777667,0.00020577
guess,13.765543,0.0002071
spf,13.75256,0.00020854
constantly,13.691198,0.00021546
aosp,13.568856,0.00022997
wanting,13.530403,0.00023473
knitting,13.518276,0.00023625
gyno,13.513839,0.00023681
anymore,13.498678,0.00023873
tinker,13.485307,0.00024044
anything,13.483168,0.00024071
pa,13.462613,0.00024336
again,13.446891,0.00024541
romantic,13.440475,0.00024625
honestly,13.427875,0.00024791
loneliness,13.415358,0.00024957
undertaker,13.412648,0.00024993
lot,13.412049,0.00025001
mask,13.400059,0.00025162
then,13.39963,0.00025167
healthy,13.376616,0.00025478
struggling,13.373407,0.00025522
mach,13.328208,0.00026144
sorry,13.321545,0.00026237
fogger,13.185249,0.00028216
aspergers,13.177225,0.00028337
sandman,13.153402,0.000287
broke,13.13623,0.00028964
troop,13.090794,0.00029675
annamarie,13.035859,0.00030558
naturals,13.033054,0.00030604
met,12.981992,0.0003145
tbh,12.978071,0.00031516
tampons,12.966242,0.00031716
everything,12.931008,0.00032318
scars,12.870796,0.00033375
wish,12.829321,0.00034123
cpap,12.820294,0.00034288
miscarriage,12.793617,0.0003478
roms,12.765057,0.00035315
osteoarthritis,12.757786,0.00035453
aunt,12.705337,0.00036461
overweight,12.697879,0.00036607
rhys,12.637487,0.00037809
thankfully,12.637486,0.00037809
insecure,12.629046,0.0003798
bpd,12.595437,0.00038669
brienne,12.545987,0.00039706
at,12.538569,0.00039864
moisturize,12.505337,0.00040579
skype,12.366465,0.00043711
psych,12.339237,0.00044354
uterus,12.2762,0.00045877
crps,12.260301,0.0004627
sniper,12.217262,0.00047349
dated,12.192655,0.00047978
yarn,12.133347,0.00049528
adorable,12.127544,0.00049683
dsg,11.998788,0.00053235
foaming,11.976924,0.00053863
buspar,11.965825,0.00054185
pills,11.961154,0.00054321
jb,11.924066,0.00055413
butch,11.916318,0.00055644
understand,11.916276,0.00055646
hug,11.905484,0.00055969
seduction,11.889209,0.0005646
bha,11.862419,0.00057278
pubs,11.801955,0.00059169
salicylic,11.757006,0.00060615
liverpool,11.741225,0.00061131
legs,11.72938,0.00061521
lip,11.633044,0.0006479
offlane,11.603148,0.0006584
wrestlers,11.58396,0.00066523
metformin,11.581389,0.00066615
ocm,11.52515,0.00068661
cervix,11.523723,0.00068714
serotonin,11.511339,0.00069173
smile,11.498793,0.00069641
gotten,11.493672,0.00069834
fph,11.481952,0.00070275
jealous,11.470291,0.00070718
xx,11.449232,0.00071524
millbee,11.430561,0.00072246
chin,11.425894,0.00072428
ult,11.421744,0.0007259
clinically,11.391178,0.00073794
around,11.386119,0.00073995
olicity,11.366954,0.00074762
aokp,11.352184,0.00075359
hobbies,11.275128,0.00078552
lunch,11.231645,0.00080414
lgbtq,11.226411,0.00080641
intimacy,11.193925,0.00082066
ob,11.190797,0.00082204
hurtful,11.084691,0.00087043
weaver,11.044219,0.00088964
warlord,11.036566,0.00089332
bloodseeker,11.01277,0.00090486
night,10.966819,0.00092758
never,10.962889,0.00092955
comforting,10.939238,0.00094149
pih,10.926,0.00094824
juggernaut,10.912914,0.00095496
scared,10.90997,0.00095648
creeps,10.856834,0.00098432
dotabuff,10.817961,0.0010052
selfconscious,10.799221,0.00101543
cis,10.770674,0.00103121
labo,10.699303,0.00107176
diggle,10.695735,0.00107383
sgs,10.618425,0.00111966
wasd,10.613978,0.00112236
witchery,10.595337,0.00113373
counselor,10.580254,0.00114302
hang,10.560916,0.00115504
study,10.555191,0.00115862
nursery,10.542059,0.00116688
moisturized,10.540321,0.00116798
un,10.483054,0.00120474
genderqueer,10.442471,0.0012315
thoughts,10.416632,0.00124885
euls,10.402313,0.00125858
exfoliating,10.401017,0.00125946
love,10.392315,0.00126541
thayers,10.391923,0.00126568
nebris,10.385313,0.00127022
ovulation,10.33252,0.00130707
atomizer,10.29524,0.00133374
shave,10.229724,0.00138195
sms,10.219842,0.00138938
for,10.21454,0.00139338
libido,10.195866,0.00140756
hado,10.194296,0.00140876
transpeople,10.17027,0.00142723
face,10.153085,0.0014406
officers,10.113537,0.00147184
childfree,10.096821,0.00148525
nmom,10.087885,0.00149247
insomnia,10.082206,0.00149708
somnophiliac,10.06486,0.00151124
hypothyroidism,10.026159,0.00154333
be,10.003433,0.00156249
hannover,9.996652,0.00156825
benton,9.971511,0.00158981
eyeshadow,9.947908,0.00161032
eleaf,9.932596,0.00162377
cobra,9.922968,0.00163229
sertraline,9.908546,0.00164513
linings,9.867994,0.00168179
cleanse,9.854124,0.00169451
celtic,9.808277,0.00173728
aspd,9.795479,0.00174941
esteem,9.778366,0.00176577
kik,9.773858,0.00177011
snail,9.749493,0.00179372
didn,9.739885,0.00180312
linkens,9.734779,0.00180814
painful,9.729153,0.00181368
treads,9.683291,0.00185951
easier,9.677122,0.00186577
appreciate,9.670309,0.0018727
veritas,9.630566,0.00191366
decided,9.616676,0.00192818
dizziness,9.559187,0.00198951
kind,9.552577,0.00199669
borderline,9.540634,0.00200972
vagina,9.519592,0.0020329
comfort,9.507381,0.00204647
he,9.478204,0.00207927
tbqh,9.435575,0.00212816
clothes,9.432424,0.00213182
traumatic,9.402549,0.00216684
nobilis,9.378735,0.00219517
amiibos,9.345112,0.00223581
bdubs,9.302449,0.00228848
jug,9.297334,0.00229488
calvins,9.275008,0.00232302
forces,9.218053,0.0023964
trazadone,9.192188,0.0024305
everyone,9.163091,0.00246945
was,9.14875,0.00248888
pronouns,9.113096,0.00253786
unranked,9.078262,0.00258666
veronica,9.053479,0.00262195
pierced,9.051009,0.0026255
rosh,9.040983,0.00263994
amlactin,9.033558,0.00265068
instocktrades,9.024115,0.00266441
anemia,9.022101,0.00266735
rough,9.022074,0.00266739
wellbutrin,9.016454,0.0026756
strangers,9.009656,0.00268557
fiance,9.003043,0.00269531
exfoliate,8.990365,0.00271407
ultrasounds,8.944267,0.00278342
gorgeous,8.933461,0.00279993
currently,8.923148,0.00281579
slark,8.891487,0.00286503
lina,8.886043,0.00287359
viper,8.880963,0.0028816
socially,8.870486,0.00289818
glycolic,8.849023,0.00293246
rom,8.818556,0.00298183
anyone,8.769639,0.00306286
talking,8.73929,0.00311426
going,8.690491,0.00319874
abyssal,8.68618,0.00320632
nandroid,8.684624,0.00320906
rheumatologist,8.676527,0.00322335
masturbate,8.652098,0.00326685
ask,8.635353,0.00329701
blablabla,8.61508,0.00333391
gerbil,8.53524,0.00348335
offleash,8.534915,0.00348398
hypermobility,8.491295,0.0035685
ganked,8.459156,0.0036321
trpers,8.443814,0.00366287
bestfriend,8.433578,0.00368355
luvox,8.423918,0.00370317
crush,8.382485,0.00378854
venlafaxine,8.376703,0.00380061
kat,8.354845,0.0038466
lorazepam,8.333969,0.00389106
progesterone,8.323339,0.00391389
orton,8.321476,0.00391791
vaping,8.293606,0.00397849
appt,8.254366,0.00406541
diffusal,8.252399,0.00406982
eliquid,8.249588,0.00407613
its,8.248442,0.0040787
afraid,8.2321,0.00411559
up,8.225165,0.00413135
aquila,8.215677,0.004153
dvz,8.177845,0.00424051
valiant,8.170572,0.00425755
not,8.128993,0.00435629
introverted,8.123482,0.00436956
makes,8.121553,0.00437421
pantyhose,8.110258,0.00440155
researchers,8.102603,0.00442017
taking,8.083956,0.00446588
tramadol,8.073186,0.00449251
felicity,8.045149,0.00456257
twostory,8.022827,0.00461914
attractiveness,7.989837,0.00470407
eciggity,7.906066,0.00492693
basher,7.880323,0.00499756
tmj,7.875653,0.00501048
enjoy,7.838745,0.00511381
obsessions,7.822467,0.00516007
pm,7.764132,0.00532939
mate,7.756364,0.00535236
guude,7.735885,0.0054134
epidural,7.713369,0.00548134
aerotank,7.687359,0.00556089
rut,7.672987,0.00560536
gti,7.667635,0.00562201
little,7.660769,0.00564345
paulas,7.63204,0.00573404
cried,7.610018,0.00580449
baj,7.574855,0.00591881
marth,7.526353,0.00608029
trans,7.524354,0.00608704
helpful,7.474189,0.00625897
fibromyalga,7.469388,0.00627569
didnt,7.456,0.00632253
ssy,7.453022,0.006333
dress,7.440762,0.00637629
acupuncture,7.385537,0.00657504
htp,7.372172,0.00662409
celexa,7.354273,0.00669035
vape,7.327076,0.00679234
uhcs,7.319907,0.00681949
outfarm,7.308571,0.00686265
generikb,7.232876,0.00715804
friendzone,7.232717,0.00715868
fwb,7.218654,0.00721498
crutches,7.213798,0.00723452
asocial,7.198538,0.0072963
overheats,7.174721,0.00739379
ovulating,7.126222,0.00759646
xbl,7.119249,0.00762606
laning,7.081229,0.00778955
pansexual,7.07845,0.00780165
biotic,7.057583,0.00789304
vechs,7.054909,0.00790483
adrafinil,7.043877,0.00795367
reapers,6.991878,0.00818804
counsellors,6.99071,0.00819339
how,6.981629,0.00823506
laptop,6.980917,0.00823834
contour,6.969169,0.0082926
contortionist,6.914155,0.0085516
ecr,6.909365,0.00857454
knit,6.874757,0.00874216
search,6.869302,0.00876889
lingerie,6.858162,0.00882372
showering,6.855054,0.00883909
sliver,6.83893,0.00891923
wrestler,6.832569,0.00895104
cat,6.827829,0.00897483
pads,6.819508,0.00901674
nonmonogamy,6.796513,0.00913361
wedding,6.773243,0.00925346
enough,6.770482,0.00926778
somnophilia,6.768243,0.00927941
former,6.74279,0.00941273
contractions,6.740654,0.00942401
stun,6.702478,0.0096279
borla,6.690108,0.00969493
confide,6.659976,0.00986022
legia,6.642558,0.00995708
roshan,6.628616,0.01003532
ideation,6.622913,0.01006751
bras,6.610466,0.01013811
ldr,6.595899,0.01022139
date,6.580206,0.0103119
vyvanse,6.579538,0.01031576
gossiping,6.513808,0.010704
colorstay,6.441701,0.01114719
lutheran,6.436908,0.0111773
agender,6.426817,0.01124099
nether,6.420204,0.01128292
klonopin,6.396588,0.01143399
autofiring,6.365603,0.01163535
weight,6.365306,0.0116373
confident,6.353897,0.01171238
picky,6.35046,0.01173509
harbour,6.319601,0.01194105
geomancer,6.313128,0.01198472
shinsekai,6.251549,0.01240848
arkas,6.23359,0.01253494
infj,6.211817,0.01269003
transmasculine,6.197512,0.012793
squealer,6.178788,0.01292908
hypermobile,6.167211,0.01301396
apathetic,6.123323,0.01334098
dont,6.102688,0.01349764
fevers,6.089488,0.01359885
weaned,6.019626,0.01414765
able,5.929381,0.01489048
pavs,5.926325,0.01491632
piggies,5.921724,0.01495532
scrupulosity,5.914028,0.01502079
them,5.912429,0.01503443
bloodstone,5.912129,0.01503699
cleavage,5.902428,0.01512003
mind,5.901696,0.01512631
dysautonomia,5.882667,0.01529065
dagon,5.879318,0.01531976
grope,5.875867,0.01534981
afab,5.875746,0.01535087
gapps,5.851703,0.01556199
gpm,5.824944,0.01580047
ganking,5.802617,0.01600234
jeannie,5.78715,0.01614374
glasslands,5.727291,0.01670323
psychotherapist,5.724081,0.01673379
termi,5.714187,0.01682836
whiteheads,5.701805,0.01694748
ataks,5.701568,0.01694977
ursa,5.701207,0.01695325
coils,5.673632,0.01722176
realise,5.644852,0.01750669
triple,5.633962,0.01761577
hotd,5.622139,0.01773499
apnoea,5.590324,0.01805995
ivar,5.573361,0.01823572
lysa,5.538387,0.01860372
ortons,5.531068,0.0186817
trish,5.530567,0.01868704
sweater,5.51616,0.01884157
derm,5.500625,0.01900968
batrider,5.485964,0.01916975
before,5.484116,0.01919003
cirrhosis,5.466084,0.01938902
way,5.431161,0.01978052
entendu,5.417882,0.01993152
randomed,5.398319,0.02015616
sny,5.390833,0.02024281
transmen,5.359102,0.02061438
maybe,5.318725,0.02109744
lykke,5.295351,0.02138242
dai,5.280758,0.02156236
shrines,5.260987,0.02180865
roommate,5.245038,0.02200944
ebrake,5.239946,0.02207396
stressful,5.208014,0.022483
clinique,5.172627,0.02294549
nightlies,5.171426,0.02296136
infjs,5.142012,0.02335357
lesnar,5.113228,0.0237441
konjac,5.096193,0.02397842
swelling,5.095025,0.02399456
care,5.084314,0.02414322
chronotherapy,5.072973,0.02430167
piggie,5.05428,0.02456519
comedones,5.033375,0.0248634
recently,5.023813,0.02500105
suarez,5.002625,0.02530891
tarantulas,5.002247,0.02531443
glebe,4.956529,0.02599233
gusset,4.917317,0.02658877
bkbs,4.852068,0.027613
newedge,4.843669,0.02774779
yetii,4.764146,0.02905847
yetiiwho,4.749851,0.02930083
gpt,4.706656,0.03004604
clinkz,4.629183,0.03143253
roamin,4.609271,0.03179955
youre,4.588465,0.03218782
stangmods,4.565691,0.03261851
zxcvfr,4.55219,0.03287667
midlane,4.514255,0.03361353
aeropostale,4.503287,0.03382977
moved,4.487612,0.03414133
newedgemustang,4.357108,0.03685482
rememberer,4.328716,0.03747451
stormcloaks,4.31397,0.03780066
meepo,4.268236,0.03883123
willing,4.254745,0.03914083
sdcard,4.247198,0.03931514
sad,4.199904,0.04042626
hawkman,4.185979,0.04075967
jaird,4.107442,0.0426949
only,4.040315,0.04442554
peruvians,4.01964,0.04497332
shouldnt,4.00922,0.04525208
darvanshel,3.991215,0.04573806
generiks,3.965785,0.04643387
getting,3.921511,0.04767201
waterford,3.905771,0.04812055
poconos,3.894456,0.04844573
fnv,3.821476,0.05059966
bomer,3.809574,0.0509604
nitesmoke,3.783944,0.05174656
nisovin,3.778996,0.05189981
millbees,3.777748,0.05193852
experience,3.771489,0.05213321
alucard,3.765044,0.0523345
atandt,3.75377,0.05268854
schoolies,3.730094,0.05344038
felting,3.728278,0.05349853
kunkka,3.727529,0.05352251
omnirom,3.724297,0.0536262
