,score,pval
power,68.432796,0.0
rand,68.332307,0.0
go,67.953418,0.0
talk,67.272706,0.0
weeks,66.740988,0.0
makeup,66.543159,0.0
sleep,66.122497,0.0
congress,65.697671,0.0
nuclear,65.661788,0.0
conspiracy,64.992624,0.0
partner,64.977908,0.0
california,64.515001,0.0
with,64.398306,0.0
story,64.349251,0.0
suicidal,62.857127,0.0
panic,62.771048,0.0
released,62.681535,0.0
meds,62.040214,0.0
him,61.561029,0.0
election,61.54906,0.0
isis,61.437061,0.0
paul,61.374467,0.0
heroes,61.295136,0.0
being,60.986671,0.0
climate,60.728219,0.0
economy,60.583055,0.0
films,60.21972,0.0
skin,59.658455,0.0
girlfriend,59.040812,0.0
cerave,57.980361,0.0
global,57.897368,0.0
having,57.831719,0.0
attracted,57.468299,0.0
security,57.32794,0.0
million,57.293283,0.0
diagnosed,57.272203,0.0
medications,57.203519,0.0
mmr,57.009215,0.0
federal,56.985803,0.0
history,56.903805,0.0
bill,56.767938,0.0
science,56.742086,0.0
design,56.416707,0.0
industry,56.256666,0.0
awful,56.243779,0.0
even,55.79972,0.0
bitcoin,55.737624,0.0
definitely,55.578449,0.0
parents,55.495172,0.0
lesbian,55.270877,0.0
want,54.683114,0.0
dating,54.642029,0.0
attractive,54.635431,0.0
india,53.994452,0.0
dad,53.92995,0.0
media,53.892052,0.0
cia,53.860686,0.0
source,53.731221,0.0
weapons,53.545918,0.0
whenever,53.520789,0.0
national,53.065522,0.0
get,52.862902,0.0
world,52.824309,0.0
situations,52.765364,0.0
data,52.705124,0.0
had,52.682444,0.0
week,52.610389,0.0
americans,52.490586,0.0
just,51.918698,0.0
sick,51.89742,0.0
research,51.842737,0.0
review,51.839034,0.0
users,51.764665,0.0
military,51.646292,0.0
america,51.536671,0.0
but,51.448289,0.0
trump,51.392777,0.0
doctors,51.295105,0.0
mental,51.229425,0.0
russia,51.188418,0.0
actually,51.164854,0.0
emotionally,50.823625,0.0
felt,49.60188,0.0
keto,49.302823,0.0
mom,49.253315,0.0
helps,48.879091,0.0
tax,48.86596,0.0
conservative,48.772773,0.0
china,48.404016,0.0
lotion,48.134926,0.0
political,47.913223,0.0
party,47.862697,0.0
civil,47.841797,0.0
director,47.601166,0.0
technology,47.575649,0.0
emotional,46.893016,0.0
experiences,46.191518,0.0
sleeping,46.049811,0.0
girls,45.900458,0.0
nsa,45.769359,0.0
public,45.519813,0.0
uncomfortable,44.891417,0.0
system,44.883832,0.0
references,44.791672,0.0
through,44.435631,0.0
senate,43.474783,0.0
emotions,42.668152,0.0
scientists,42.262603,0.0
unhappy,41.879119,0.0
yourself,41.85089,0.0
prison,41.770245,0.0
policy,41.651749,0.0
routine,41.508466,0.0
action,41.353664,0.0
partners,41.329594,0.0
google,40.986116,0.0
army,40.899298,0.0
scott,40.537722,0.0
moisturizer,40.323148,0.0
physically,40.160356,0.0
depressive,40.145346,0.0
aha,40.086446,0.0
billion,39.884403,0.0
zoloft,39.812805,0.0
bkb,39.738602,0.0
sexual,39.497439,0.0
crime,38.976659,0.0
queer,38.893579,0.0
vegan,38.7382,0.0
conversations,38.42789,0.0
microsoft,38.348343,0.0
supreme,38.15904,0.0
problems,38.135679,0.0
mass,38.110878,0.0
syria,38.024033,0.0
com,37.981261,0.0
girl,37.710249,0.0
by,37.480237,0.0
therapists,37.44384,0.0
need,37.323369,0.0
mum,37.225277,0.0
you,37.208183,0.0
israeli,37.026404,0.0
when,36.983378,0.0
help,36.760539,0.0
citizens,36.710723,0.0
washington,36.642524,0.0
pcos,36.206526,0.0
antidepressants,36.193286,0.0
life,35.604718,0.0
tell,35.541711,0.0
asexuality,35.526814,0.0
officer,35.32642,0.0
doctor,35.042577,0.0
submitted,34.916502,0.0
killed,34.878431,0.0
launch,34.625917,0.0
anyway,34.438176,0.0
female,34.357574,0.0
court,34.059129,1e-08
democratic,33.90397,1e-08
happy,33.888792,1e-08
like,33.799668,1e-08
economic,33.587541,1e-08
supportive,33.574789,1e-08
psychiatrist,33.538702,1e-08
trying,33.135586,1e-08
fbi,33.120555,1e-08
apple,33.107505,1e-08
united,33.014253,1e-08
tired,32.922521,1e-08
anxious,32.588814,1e-08
hair,32.505216,1e-08
told,32.473042,1e-08
cry,32.459085,1e-08
report,32.429669,1e-08
symptoms,32.049044,2e-08
family,31.982216,2e-08
miserable,31.593406,2e-08
unattractive,31.571316,2e-08
months,31.434153,2e-08
much,31.395174,2e-08
out,31.37596,2e-08
try,31.36266,2e-08
us,31.300244,2e-08
younger,31.084516,2e-08
together,31.082678,2e-08
dota,31.005458,3e-08
ex,30.821296,3e-08
severe,30.796583,3e-08
corporate,30.693218,3e-08
person,30.669037,3e-08
rights,30.655908,3e-08
author,30.430441,3e-08
illness,30.407751,4e-08
chronic,30.395028,4e-08
cm,30.07495,4e-08
fetish,30.003504,4e-08
personality,29.865677,5e-08
carbon,29.551862,5e-08
sunscreen,29.514772,6e-08
til,29.481309,6e-08
divorced,29.38602,6e-08
sister,29.108697,7e-08
shelly,29.02554,7e-08
shawn,28.928979,8e-08
conversation,28.927234,8e-08
mother,28.773907,8e-08
hugs,28.540605,9e-08
psychologist,28.534538,9e-08
things,28.041879,1.2e-07
cope,28.030057,1.2e-07
realize,28.023925,1.2e-07
solar,27.968059,1.2e-07
ocd,27.930136,1.3e-07
site,27.768,1.4e-07
diagnosis,27.758463,1.4e-07
attraction,27.52634,1.5e-07
about,27.504758,1.6e-07
la,27.494042,1.6e-07
pregnant,27.354748,1.7e-07
poly,27.127866,1.9e-07
really,27.090514,1.9e-07
cleanser,26.799911,2.3e-07
probably,26.747463,2.3e-07
shes,26.535467,2.6e-07
aghs,26.518461,2.6e-07
prices,26.255882,3e-07
vaseline,26.187455,3.1e-07
boyfriends,26.126066,3.2e-07
counselling,25.921252,3.6e-07
mg,25.827412,3.7e-07
bp,25.772943,3.8e-07
laws,25.660648,4.1e-07
hydrox,25.499085,4.4e-07
york,25.272534,5e-07
cheated,25.249246,5e-07
hope,25.078178,5.5e-07
suicide,25.034607,5.6e-07
helped,25.020376,5.7e-07
worse,24.909909,6e-07
appointment,24.859858,6.2e-07
greece,24.755717,6.5e-07
difficult,24.737847,6.6e-07
prozac,24.685092,6.8e-07
growth,24.380479,7.9e-07
married,24.209191,8.6e-07
haha,24.01567,9.6e-07
friendships,23.885808,1.02e-06
asleep,23.814723,1.06e-06
hero,23.799104,1.07e-06
mood,23.723712,1.11e-06
cbt,23.716435,1.12e-06
calvin,23.667191,1.15e-06
prescription,23.653057,1.15e-06
uhc,23.63928,1.16e-06
issues,23.582197,1.2e-06
better,23.500389,1.25e-06
stress,23.436042,1.29e-06
since,23.324295,1.37e-06
nasa,23.086987,1.55e-06
apnea,23.080575,1.55e-06
exhausted,23.031749,1.59e-06
comfortable,22.737342,1.86e-06
feels,22.734651,1.86e-06
diagnoses,22.684857,1.91e-06
behaviour,22.534764,2.06e-06
aupair,22.429726,2.18e-06
lesbians,22.361813,2.26e-06
male,22.342123,2.28e-06
overview,22.203525,2.45e-06
international,22.195395,2.46e-06
find,22.192648,2.47e-06
david,21.815536,3e-06
dispenser,21.717476,3.16e-06
friendship,21.293484,3.94e-06
happiness,21.264201,4e-06
kayfabe,21.230919,4.07e-06
identity,21.142436,4.26e-06
also,20.9368,4.75e-06
debate,20.887901,4.87e-06
upset,20.87745,4.9e-06
pimples,20.795551,5.11e-06
sexually,20.681262,5.42e-06
other,20.656529,5.49e-06
counseling,20.590376,5.69e-06
can,20.446562,6.13e-06
hobbes,20.419737,6.22e-06
childcare,20.371024,6.38e-06
odst,20.333528,6.51e-06
coping,20.206415,6.95e-06
kp,20.124258,7.26e-06
awake,20.064618,7.49e-06
angry,20.04368,7.57e-06
nervous,19.988766,7.79e-06
michaels,19.988241,7.79e-06
melatonin,19.98317,7.81e-06
hurt,19.978778,7.83e-06
brother,19.927677,8.04e-06
breakup,19.926537,8.05e-06
companies,19.759709,8.78e-06
extremely,19.6913,9.1e-06
school,19.683609,9.14e-06
istick,19.606079,9.52e-06
sr,19.581153,9.64e-06
union,19.539251,9.86e-06
gank,19.526949,9.92e-06
cars,19.449147,1.033e-05
telling,19.421423,1.048e-05
lipstick,19.389645,1.066e-05
cymbalta,19.225648,1.161e-05
anderz,19.13117,1.22e-05
situation,19.094076,1.244e-05
been,19.005933,1.303e-05
though,18.834284,1.426e-05
russian,18.831433,1.428e-05
physical,18.823963,1.434e-05
xanax,18.791233,1.458e-05
feminine,18.676846,1.549e-05
mindcrack,18.570067,1.638e-05
masks,18.550204,1.655e-05
something,18.283487,1.904e-05
else,18.264406,1.923e-05
relate,18.232924,1.955e-05
troll,18.091552,2.105e-05
pregnancy,18.03923,2.164e-05
csgo,18.01332,2.194e-05
pill,18.010009,2.197e-05
mkb,17.958303,2.258e-05
sexuality,17.814953,2.435e-05
seeing,17.80726,2.444e-05
child,17.739413,2.533e-05
exhausting,17.737738,2.535e-05
awkward,17.66818,2.63e-05
usually,17.60509,2.719e-05
it,17.604422,2.72e-05
counsellor,17.489334,2.889e-05
blink,17.485353,2.895e-05
ehlersdanlos,17.431997,2.978e-05
tried,17.423101,2.992e-05
confidence,17.389582,3.045e-05
lonely,17.243001,3.289e-05
charlie,17.239816,3.295e-05
talked,17.197749,3.368e-05
stridex,17.115329,3.518e-05
neutrogena,17.101277,3.544e-05
neem,17.092787,3.56e-05
ashamed,17.075414,3.592e-05
sociable,17.053527,3.634e-05
skincare,16.962772,3.812e-05
dosage,16.875802,3.991e-05
while,16.844531,4.057e-05
or,16.822529,4.104e-05
advice,16.670576,4.447e-05
shooting,16.659733,4.472e-05
eds,16.638138,4.523e-05
caring,16.602001,4.61e-05
theatre,16.55517,4.725e-05
selfish,16.551768,4.734e-05
abusive,16.540845,4.761e-05
divorce,16.453628,4.985e-05
always,16.356457,5.248e-05
islamic,16.280028,5.464e-05
crying,16.276867,5.473e-05
masculine,16.271138,5.489e-05
keys,16.237405,5.588e-05
eyebrows,16.230762,5.608e-05
bed,16.219848,5.64e-05
went,16.1828,5.751e-05
take,16.094951,6.024e-05
ellie,16.083055,6.062e-05
gender,16.069669,6.105e-05
trp,15.957502,6.478e-05
sucks,15.821839,6.959e-05
stepdad,15.74374,7.253e-05
moisturizing,15.728309,7.312e-05
sydney,15.727346,7.316e-05
thank,15.705548,7.401e-05
skadi,15.69125,7.457e-05
andnbsp,15.6817,7.495e-05
dealing,15.673339,7.528e-05
intimate,15.665894,7.557e-05
do,15.658123,7.589e-05
kissed,15.489371,8.297e-05
tripping,15.421322,8.601e-05
lovely,15.383329,8.776e-05
mindcrackers,15.329199,9.031e-05
asexuals,15.285735,9.241e-05
mana,15.241827,9.459e-05
oily,15.165799,9.847e-05
qop,15.08552,0.00010275
lately,15.024716,0.00010611
sadness,14.937561,0.00011113
honestly,14.930056,0.00011157
prescribed,14.900667,0.00011332
alpha,14.876315,0.0001148
thing,14.831262,0.00011757
siblings,14.734033,0.00012379
thinking,14.718618,0.00012481
workers,14.675216,0.00012771
breakouts,14.671608,0.00012796
panromantic,14.670032,0.00012807
caliper,14.652042,0.00012929
wanted,14.646694,0.00012966
percent,14.577627,0.0001345
orgasm,14.572668,0.00013486
vent,14.536962,0.00013744
orientation,14.498323,0.00014028
fogger,14.388058,0.00014874
elses,14.379807,0.0001494
chad,14.376819,0.00014963
bf,14.361614,0.00015085
motivation,14.327667,0.00015359
now,14.294953,0.00015628
tf,14.271637,0.00015823
venting,14.193669,0.00016492
nyx,14.154439,0.0001684
undertaker,14.132432,0.00017038
citalopram,14.131071,0.0001705
dysthymia,14.095598,0.00017375
aosp,14.093558,0.00017394
thats,14.0804,0.00017516
hurts,14.023262,0.00018056
normal,14.020496,0.00018083
hazel,14.020474,0.00018083
lexapro,14.006284,0.0001822
eblade,13.995003,0.0001833
worried,13.980831,0.00018468
baby,13.944093,0.00018833
whatever,13.909782,0.0001918
pa,13.854918,0.00019748
nonbinary,13.820019,0.00020118
tampons,13.781074,0.00020539
romantic,13.686226,0.00021603
mach,13.643435,0.00022101
constantly,13.629338,0.00022268
tinker,13.606902,0.00022536
moisturize,13.540736,0.00023344
stressed,13.506591,0.00023773
osteoarthritis,13.375085,0.00025499
uni,13.34123,0.00025963
semester,13.329807,0.00026122
annamarie,13.198563,0.00028016
gyno,13.139976,0.00028906
talking,13.126319,0.00029118
sandman,13.108461,0.00029397
rhys,13.075565,0.00029917
naturals,13.072677,0.00029963
troop,13.058332,0.00030194
restrict,13.022705,0.00030774
ssris,12.83,0.00034111
stay,12.815161,0.00034382
mask,12.809735,0.00034482
aspergers,12.703989,0.00036488
scars,12.688563,0.0003679
kids,12.658672,0.00037383
crps,12.608282,0.00038404
spf,12.52688,0.00040114
uterus,12.50538,0.00040578
bpd,12.496114,0.0004078
psych,12.495766,0.00040788
selfesteem,12.474915,0.00041245
ptsd,12.453572,0.00041719
roms,12.396747,0.00043008
lot,12.392424,0.00043108
still,12.350361,0.0004409
officials,12.337233,0.00044401
liverpool,12.336102,0.00044428
struggling,12.323284,0.00044734
thankful,12.299176,0.00045316
brienne,12.278129,0.0004583
sorry,12.269574,0.0004604
miscarriage,12.221215,0.00047249
overweight,12.207823,0.0004759
until,12.177758,0.00048363
seduction,12.168208,0.00048611
cpap,12.140858,0.00049329
your,12.097078,0.00050501
adorable,12.040943,0.00052045
if,12.029861,0.00052355
foaming,11.988293,0.00053536
lip,11.974778,0.00053925
dated,11.968619,0.00054104
doing,11.967584,0.00054134
cervix,11.952137,0.00054585
hobbies,11.928723,0.00055275
hang,11.888697,0.00056476
anymore,11.888343,0.00056486
lgbtq,11.874992,0.00056893
clinically,11.859036,0.00057382
offlane,11.853595,0.0005755
wrestlers,11.852048,0.00057598
salicylic,11.778887,0.00059906
knitting,11.769745,0.00060201
started,11.760077,0.00060515
intimacy,11.746848,0.00060946
bha,11.674957,0.00063347
aunt,11.644091,0.00064407
healthy,11.6167,0.00065362
mine,11.613826,0.00065463
millbee,11.609235,0.00065625
dsg,11.605463,0.00065758
buspar,11.548451,0.00067806
ocm,11.548135,0.00067817
butch,11.54761,0.00067836
aokp,11.52502,0.00068666
tbh,11.512312,0.00069137
olicity,11.480071,0.00070346
jealous,11.445623,0.00071663
metformin,11.423187,0.00072533
insecure,11.39991,0.00073448
juggernaut,11.379075,0.00074276
pills,11.352543,0.00075345
cis,11.306791,0.00077224
yarn,11.246047,0.00079793
loneliness,11.244267,0.00079869
hug,11.199349,0.00081826
met,11.16434,0.00083385
atomizer,11.13325,0.00084794
broke,11.118336,0.00085478
bloodseeker,11.104245,0.0008613
jb,11.10161,0.00086253
weaver,11.10137,0.00086264
celtic,11.091185,0.00086739
skype,11.083511,0.00087099
very,11.044058,0.00088972
too,11.031691,0.00089567
day,11.014503,0.00090402
dotabuff,10.996016,0.00091308
witchery,10.94255,0.00093981
warlord,10.924774,0.00094887
creeps,10.915544,0.00095361
diggle,10.909174,0.00095689
libido,10.872441,0.00097606
labo,10.858597,0.00098338
understand,10.832267,0.00099746
lunch,10.773381,0.0010297
wasd,10.764849,0.00103446
ovulation,10.733352,0.00105222
chin,10.728894,0.00105475
that,10.700504,0.00107106
anything,10.693954,0.00107486
fph,10.667084,0.00109059
ult,10.647175,0.00110239
thayers,10.594645,0.00113416
euls,10.588579,0.00113788
sgs,10.573106,0.00114745
hypothyroidism,10.570549,0.00114904
pubs,10.532288,0.00117307
pih,10.530677,0.00117409
comforting,10.512278,0.00118584
nations,10.493369,0.00119804
nebris,10.479237,0.00120724
selfconscious,10.463379,0.00121764
traumatic,10.417772,0.00124808
everything,10.406794,0.00125553
serotonin,10.358341,0.00128891
wanting,10.351335,0.00129381
counselor,10.341238,0.00130091
hurtful,10.325277,0.00131221
moisturized,10.316354,0.00131856
benton,10.264643,0.00135604
ob,10.256862,0.00136177
somnophiliac,10.25084,0.00136622
nursery,10.236049,0.00137722
nmom,10.216068,0.00139222
sms,10.206518,0.00139945
childfree,10.195105,0.00140814
sertraline,10.192917,0.00140981
genderqueer,10.183696,0.00141688
hado,10.166749,0.00142996
thoughts,10.1609,0.00143451
sniper,10.117846,0.0014684
hannover,10.08812,0.00149228
eleaf,10.075171,0.00150281
study,10.015504,0.00155228
shave,9.985616,0.00157768
transpeople,9.909337,0.00164442
thankfully,9.880831,0.00167009
cleanse,9.857226,0.00169166
treads,9.856247,0.00169256
jug,9.845212,0.00170274
birthday,9.818525,0.00172763
nobilis,9.812151,0.00173363
linkens,9.789559,0.00175506
xx,9.780479,0.00176374
snail,9.773303,0.00177064
exfoliating,9.712518,0.00183017
aspd,9.688909,0.00185384
strangers,9.654439,0.00188895
linings,9.64794,0.00189564
didn,9.645116,0.00189856
veritas,9.621238,0.0019234
then,9.619739,0.00192497
tbqh,9.524677,0.00202727
bdubs,9.445347,0.00211685
amiibos,9.424646,0.00214088
comfort,9.3659,0.00221059
smile,9.331739,0.00225219
kik,9.312954,0.00227539
borderline,9.286144,0.00230894
at,9.255562,0.00234781
college,9.228045,0.00238336
trazadone,9.220017,0.00239383
rosh,9.205463,0.00241294
amlactin,9.20271,0.00241657
instocktrades,9.177451,0.00245015
esteem,9.137313,0.00250449
scared,9.077186,0.00258818
wellbutrin,9.069048,0.00259972
love,9.066466,0.0026034
aquila,9.056257,0.00261797
un,9.031112,0.00265423
legs,9.012337,0.00268163
slark,9.010551,0.00268426
calvins,9.007285,0.00268906
around,8.949266,0.00277581
cobra,8.936952,0.00279459
ganked,8.917732,0.00282415
anemia,8.901974,0.00284863
lina,8.875752,0.00288983
taking,8.848834,0.00293276
crush,8.84231,0.00294326
little,8.780408,0.00304483
pronouns,8.756943,0.00308426
rheumatologist,8.754395,0.00308857
wish,8.754094,0.00308908
blablabla,8.734212,0.00312294
fiance,8.715712,0.00315479
pierced,8.708884,0.00316663
nandroid,8.699324,0.00318328
never,8.672093,0.0032312
clothes,8.666595,0.00324096
unranked,8.65547,0.00326081
again,8.651475,0.00326797
felicity,8.634578,0.00329842
face,8.624503,0.00331671
socially,8.617606,0.00332929
trpers,8.607323,0.00334814
kat,8.607002,0.00334873
dizziness,8.595937,0.00336914
offleash,8.570688,0.00341618
abyssal,8.560771,0.00343484
ultrasounds,8.54635,0.00346216
eyeshadow,8.522456,0.00350791
gerbil,8.513257,0.00352568
veronica,8.500705,0.00355009
glycolic,8.499296,0.00355284
gorgeous,8.4684,0.00361369
introverted,8.439611,0.00367135
eliquid,8.424104,0.00370279
rough,8.395572,0.00376136
luvox,8.349005,0.00385899
venlafaxine,8.327017,0.00390597
valiant,8.319558,0.00392205
diffusal,8.319465,0.00392225
dvz,8.294888,0.00397568
helpful,8.27811,0.00401259
rom,8.220298,0.00414244
epidural,8.21569,0.00415297
exfoliate,8.149471,0.00430737
viper,8.149471,0.00430737
twostory,8.128812,0.00435673
bestfriend,8.128046,0.00435857
hypermobility,8.102632,0.0044201
masturbate,8.058462,0.00452916
eciggity,8.030498,0.00459962
attractiveness,7.998101,0.00468264
orton,7.958775,0.00478548
obsessions,7.95199,0.00480345
appt,7.93137,0.0048585
vaping,7.888861,0.00497402
researchers,7.88795,0.00497652
guude,7.839475,0.00511175
celexa,7.81237,0.00518898
vagina,7.793341,0.00524391
basher,7.789767,0.0052543
pantyhose,7.740695,0.005399
search,7.735206,0.00541544
aerotank,7.733063,0.00542187
kind,7.699629,0.00552322
progesterone,7.659278,0.00564811
currently,7.659162,0.00564847
tmj,7.646987,0.00568672
tramadol,7.604277,0.005823
fibromyalga,7.583545,0.00589035
gti,7.546638,0.00601222
cried,7.539683,0.00603547
lorazepam,7.525279,0.00608391
trans,7.483588,0.00622639
crutches,7.475385,0.00625482
ssy,7.462755,0.00629885
overheats,7.45469,0.00632714
ovulating,7.451807,0.00633728
reapers,7.429151,0.00641756
uhcs,7.419335,0.00645267
rut,7.3954,0.00653909
outfarm,7.368609,0.00663723
generikb,7.36633,0.00664564
asocial,7.359666,0.00667032
gossiping,7.316142,0.0068338
marth,7.31363,0.00684336
paulas,7.301559,0.00688948
contortionist,7.29759,0.00690472
nonmonogamy,7.28799,0.00694171
everyone,7.286868,0.00694605
baj,7.236335,0.00714427
contour,7.229483,0.00717159
insomnia,7.206691,0.00726323
adrafinil,7.178383,0.00737872
htp,7.16101,0.00745052
vechs,7.141043,0.00753393
loving,7.133725,0.00756474
acupuncture,7.117595,0.0076331
biotic,7.098489,0.0077149
vape,7.057352,0.00789406
night,7.056981,0.0078957
xbl,7.038542,0.0079774
confide,7.029634,0.00801717
appreciate,7.021023,0.00805582
whiteheads,7.01252,0.00809417
mate,6.991799,0.0081884
ecr,6.978664,0.00824872
lingerie,6.963131,0.00832063
colorstay,6.934733,0.00845377
for,6.921408,0.00851699
ask,6.888997,0.00867279
sliver,6.878124,0.00872571
anyone,6.869137,0.0087697
be,6.861551,0.00880701
somnophilia,6.847124,0.00887841
bras,6.831423,0.00895679
borla,6.806704,0.00908163
vyvanse,6.792701,0.00915313
showering,6.790855,0.0091626
mind,6.758305,0.00933124
laning,6.703633,0.00962167
pads,6.701234,0.00963462
friendzone,6.675108,0.00977686
klonopin,6.651307,0.00990831
fwb,6.645046,0.00994319
wrestler,6.597342,0.01021311
roshan,6.570815,0.01036645
contractions,6.522681,0.01065073
grope,6.454441,0.01106753
ideation,6.450548,0.01109181
autofiring,6.448305,0.01110583
dysautonomia,6.448302,0.01110584
nether,6.445822,0.01112135
he,6.430965,0.01121476
piggies,6.416752,0.01130488
legia,6.403938,0.01138675
care,6.393763,0.0114522
harbour,6.374413,0.01157773
shinsekai,6.356767,0.01169344
ldr,6.340913,0.01179841
geomancer,6.336014,0.01183105
was,6.327273,0.0118895
laptop,6.273756,0.01225391
transmasculine,6.269081,0.01228629
date,6.265294,0.01231257
coils,6.262604,0.01233128
agender,6.2521,0.01240462
squealer,6.249446,0.01242322
pansexual,6.222888,0.01261092
apathetic,6.218035,0.01264554
wedding,6.216885,0.01265376
fevers,6.133991,0.01326072
painful,6.094241,0.01356232
stun,6.088094,0.01360958
cleavage,6.087317,0.01361557
knit,6.070819,0.01374332
arkas,6.048048,0.01392168
picky,6.029829,0.01406609
ganking,6.023408,0.01411736
hypermobile,6.001818,0.01429115
pavs,5.998685,0.01431655
dress,5.960055,0.01463359
afab,5.954608,0.01467887
dont,5.939803,0.01480268
counsellors,5.932454,0.01486453
dagon,5.930431,0.0148816
jeannie,5.864535,0.01544894
enjoy,5.831139,0.01574493
derm,5.827908,0.01577387
infj,5.82731,0.01577923
lutheran,5.812633,0.01591145
ataks,5.807455,0.01595837
up,5.80745,0.01595842
termi,5.805955,0.01597199
tarantulas,5.79314,0.01608883
bloodstone,5.789544,0.01612177
gpm,5.775603,0.01625014
scrupulosity,5.773533,0.0162693
triple,5.77129,0.01629007
ursa,5.750799,0.01648115
its,5.718776,0.01678442
hotd,5.656573,0.01739007
psychotherapist,5.597222,0.01798898
transmen,5.567211,0.01829989
batrider,5.561976,0.01835469
afraid,5.553585,0.01844288
lysa,5.541494,0.01857072
konjac,5.534011,0.01865031
glasslands,5.529923,0.01869392
gapps,5.524806,0.01874868
didnt,5.523432,0.01876341
entendu,5.501183,0.01900361
randomed,5.486405,0.01916491
confident,5.450561,0.01956204
stressful,5.445398,0.01961994
ortons,5.40435,0.02008663
ivar,5.401698,0.02011717
not,5.326466,0.02100393
lykke,5.314437,0.02114942
cirrhosis,5.257563,0.02185159
trish,5.22141,0.02231045
apnoea,5.205322,0.02251784
ebrake,5.181452,0.02282924
easier,5.178025,0.02287432
sny,5.156757,0.0231561
chronotherapy,5.143001,0.02334026
dai,5.094207,0.02400589
weaned,5.079408,0.02421164
roommate,5.076738,0.02424895
clinique,5.051907,0.02459885
recently,5.034967,0.02484056
swelling,5.033008,0.02486867
comedones,5.02781,0.02494341
glebe,5.023654,0.02500335
way,5.006275,0.0252556
shrines,4.987752,0.02552736
gusset,4.975198,0.02571326
infjs,4.946183,0.02614834
how,4.943467,0.02618946
piggie,4.939935,0.02624302
bkbs,4.905936,0.02676454
former,4.905015,0.02677882
newedge,4.901834,0.02682819
clinkz,4.887267,0.02705549
guess,4.871605,0.02730209
yetii,4.861175,0.02746762
yetiiwho,4.849276,0.02765773
pm,4.80869,0.02831657
suarez,4.773489,0.0289012
able,4.770117,0.02895785
gpt,4.756964,0.02917998
cat,4.7069,0.03004177
stangmods,4.692772,0.03028975
roamin,4.651339,0.03102933
experience,4.626792,0.03147636
zxcvfr,4.602761,0.03192051
enough,4.561201,0.03270414
nightlies,4.555255,0.03281788
aeropostale,4.530346,0.03329888
pick,4.506537,0.03376553
lesnar,4.466391,0.03456794
sweater,4.450588,0.03488924
newedgemustang,4.422539,0.03546723
realise,4.386605,0.03622238
midlane,4.37841,0.03639693
sounds,4.364472,0.03669585
rememberer,4.352407,0.03695669
forces,4.273166,0.03871872
sdcard,4.257146,0.03908554
them,4.221336,0.03991873
weight,4.191143,0.0406357
jaird,4.160698,0.04137236
meepo,4.136918,0.0419575
stormcloaks,4.133061,0.04205322
poconos,4.113574,0.04254037
felting,4.072429,0.04358856
darvanshel,4.043165,0.04435057
waterford,3.997758,0.04556083
generiks,3.995637,0.0456182
decided,3.981287,0.0460084
willing,3.976682,0.04613436
peruvians,3.940566,0.0471349
hawkman,3.89201,0.04851632
fnv,3.886149,0.04868595
bomer,3.873919,0.04904188
nitesmoke,3.833676,0.05023264
atandt,3.829636,0.05035388
nisovin,3.819518,0.05065882
millbees,3.803567,0.05114351
alucard,3.796108,0.05137185
omnirom,3.789199,0.05158432
kunkka,3.767183,0.05226759
schoolies,3.756419,0.05260513
honest,3.733339,0.05333666
mycareer,3.723976,0.05363649
sit,3.676624,0.05518049
lcms,3.652278,0.05599257
