,score,pval
shawn,34.438269,0.0
kp,34.105186,1e-08
gank,34.080866,1e-08
neutrogena,33.899306,1e-08
much,33.854569,1e-08
hard,33.530302,1e-08
sleeping,33.285946,1e-08
wasd,33.199099,1e-08
state,33.138234,1e-08
mindcrackers,32.893155,1e-08
aokp,32.892597,1e-08
breakouts,32.833941,1e-08
nervous,32.815156,1e-08
cafã,32.713078,1e-08
cleanser,32.611606,1e-08
anything,32.328265,1e-08
girls,32.27565,1e-08
dota,32.189567,1e-08
little,32.053784,1e-08
states,31.980272,2e-08
cope,31.975067,2e-08
lina,31.915707,2e-08
your,31.892103,2e-08
biotic,31.805513,2e-08
charlie,31.680887,2e-08
stridex,31.663933,2e-08
weeks,31.6469,2e-08
breakup,31.540168,2e-08
sociable,31.49138,2e-08
sucks,31.455499,2e-08
cheated,31.438175,2e-08
through,31.391479,2e-08
can,31.338691,2e-08
eblade,31.309872,2e-08
offlane,30.987521,3e-08
dysthymia,30.894922,3e-08
dsg,30.890278,3e-08
xanax,30.780247,3e-08
illness,30.771364,3e-08
climate,30.756015,3e-08
months,30.752264,3e-08
wanted,30.654085,3e-08
lipstick,30.566731,3e-08
doctors,30.565201,3e-08
sandman,30.534034,3e-08
political,30.521996,3e-08
witchery,30.450754,3e-08
talked,30.424889,3e-08
doing,30.26866,4e-08
science,30.198479,4e-08
anymore,30.103099,4e-08
american,30.090666,4e-08
nobilis,29.841695,5e-08
wrestlers,29.822481,5e-08
symptoms,29.816849,5e-08
president,29.787069,5e-08
rhys,29.717022,5e-08
semester,29.594971,5e-08
aosp,29.573988,5e-08
counseling,29.561807,5e-08
pretty,29.518074,6e-08
medications,29.478974,6e-08
national,29.413262,6e-08
dotabuff,29.387404,6e-08
tinker,29.331371,6e-08
lately,29.28345,6e-08
pregnant,29.19537,7e-08
hazel,29.120868,7e-08
by,29.079966,7e-08
salicylic,29.077123,7e-08
troll,28.962328,7e-08
childcare,28.851857,8e-08
new,28.826697,8e-08
restrict,28.811759,8e-08
sr,28.611455,9e-08
kids,28.572478,9e-08
yeah,28.507235,9e-08
cpap,28.438498,1e-07
find,28.378439,1e-07
hurt,28.229226,1.1e-07
panromantic,28.073238,1.2e-07
helped,28.062974,1.2e-07
naturals,28.060481,1.2e-07
sorry,28.029094,1.2e-07
millbee,27.989733,1.2e-07
willakers,27.977964,1.2e-07
article,27.915365,1.3e-07
israel,27.898006,1.3e-07
bit,27.857679,1.3e-07
citalopram,27.762319,1.4e-07
gyno,27.748746,1.4e-07
crps,27.674026,1.4e-07
glad,27.476095,1.6e-07
severe,27.401064,1.7e-07
work,27.333485,1.7e-07
thayers,27.260856,1.8e-07
skincare,27.225768,1.8e-07
since,27.208583,1.8e-07
eds,27.196739,1.8e-07
lesbian,27.15874,1.9e-07
eciggity,27.14037,1.9e-07
getting,27.067353,2e-07
rosh,26.971891,2.1e-07
thing,26.884512,2.2e-07
friendship,26.879843,2.2e-07
or,26.677808,2.4e-07
was,26.571743,2.5e-07
sexually,26.518711,2.6e-07
hero,26.496257,2.6e-07
night,26.496003,2.6e-07
asleep,26.372012,2.8e-07
deathseeker,26.362043,2.8e-07
lonely,26.351928,2.8e-07
up,26.222267,3e-07
that,26.158674,3.1e-07
stay,26.148023,3.2e-07
them,26.103018,3.2e-07
exhausting,26.093163,3.3e-07
difficult,26.068657,3.3e-07
military,26.062247,3.3e-07
stepdad,25.955082,3.5e-07
news,25.863379,3.7e-07
therapists,25.613358,4.2e-07
nmom,25.606876,4.2e-07
now,25.59789,4.2e-07
never,25.593923,4.2e-07
iraq,25.538598,4.3e-07
constantly,25.426009,4.6e-07
id,25.318529,4.9e-07
calvins,25.131694,5.4e-07
stress,25.013049,5.7e-07
eleaf,24.989918,5.8e-07
emotions,24.967531,5.8e-07
didnt,24.90805,6e-07
vote,24.786554,6.4e-07
genderqueer,24.774848,6.4e-07
went,24.60657,7e-07
removed,24.539428,7.3e-07
reapers,24.497737,7.4e-07
ocm,24.408434,7.8e-07
then,24.354644,8e-07
crying,24.258771,8.4e-07
republicans,24.255306,8.4e-07
olicity,24.250755,8.5e-07
its,24.207342,8.7e-07
gun,24.19316,8.7e-07
lexapro,24.170787,8.8e-07
transpeople,24.155779,8.9e-07
care,24.108797,9.1e-07
moisturize,24.059673,9.3e-07
happiness,24.051443,9.4e-07
saicom,24.042061,9.4e-07
baby,24.041334,9.4e-07
jealous,23.850543,1.04e-06
selfesteem,23.814504,1.06e-06
federal,23.789423,1.07e-06
behaviour,23.751957,1.1e-06
wanting,23.716341,1.12e-06
probably,23.647499,1.16e-06
moisturized,23.646917,1.16e-06
feminine,23.589615,1.19e-06
iran,23.582482,1.2e-06
linings,23.527627,1.23e-06
conversations,23.501392,1.25e-06
law,23.498853,1.25e-06
metformin,23.494284,1.25e-06
buspar,23.430378,1.3e-06
dvz,23.42009,1.3e-06
normal,23.340096,1.36e-06
orientation,23.233571,1.43e-06
gusset,23.214619,1.45e-06
thinking,23.210981,1.45e-06
enjoy,23.198853,1.46e-06
scared,23.188992,1.47e-06
job,23.178909,1.48e-06
republican,23.141386,1.51e-06
better,23.139467,1.51e-06
movie,23.113632,1.53e-06
thoughts,23.06345,1.57e-06
clinton,23.06003,1.57e-06
global,22.996599,1.62e-06
orton,22.94324,1.67e-06
still,22.930514,1.68e-06
roms,22.912919,1.7e-06
mach,22.872114,1.73e-06
oily,22.846322,1.75e-06
aspd,22.787085,1.81e-06
anyway,22.77495,1.82e-06
film,22.741548,1.85e-06
labo,22.71127,1.88e-06
gop,22.634064,1.96e-06
adorable,22.622159,1.97e-06
tampons,22.604787,1.99e-06
understand,22.597805,2e-06
million,22.575448,2.02e-06
ehpro,22.553678,2.04e-06
cervix,22.472963,2.13e-06
tired,22.449736,2.16e-06
nonbinary,22.410577,2.2e-06
counsellor,22.391146,2.22e-06
com,22.345646,2.28e-06
been,22.341226,2.28e-06
prescribed,22.331545,2.29e-06
sydney,22.316774,2.31e-06
bdubs,22.279154,2.36e-06
peerreviewed,22.26755,2.37e-06
mother,22.183016,2.48e-06
together,22.159144,2.51e-06
osteoarthritis,22.073152,2.62e-06
havent,22.033302,2.68e-06
sms,22.003486,2.72e-06
also,22.000669,2.73e-06
he,21.972415,2.77e-06
anyone,21.941786,2.81e-06
wish,21.910043,2.86e-06
moisturizing,21.900489,2.87e-06
awful,21.865931,2.92e-06
evidence,21.81761,3e-06
cia,21.786968,3.05e-06
liverpool,21.747693,3.11e-06
bill,21.728677,3.14e-06
yarn,21.627905,3.31e-06
nebris,21.551199,3.45e-06
bloodseeker,21.530186,3.48e-06
uni,21.493544,3.55e-06
somnophiliac,21.478271,3.58e-06
amiibos,21.408359,3.71e-06
euls,21.391734,3.74e-06
bha,21.381723,3.76e-06
lgbtq,21.37436,3.78e-06
abusive,21.294468,3.94e-06
linkens,21.276804,3.98e-06
butch,21.2342,4.06e-06
instocktrades,21.15659,4.23e-06
makes,21.095392,4.37e-06
pih,21.09383,4.37e-06
isis,21.091346,4.38e-06
zelnite,21.091114,4.38e-06
foaming,21.026829,4.53e-06
issues,21.003297,4.58e-06
gorgeous,21.002201,4.59e-06
psychologist,20.842994,4.99e-06
mine,20.834906,5.01e-06
guude,20.784643,5.14e-06
contour,20.762204,5.2e-06
trazadone,20.686033,5.41e-06
selfish,20.635747,5.55e-06
suicide,20.547931,5.82e-06
stressed,20.508537,5.94e-06
spf,20.473864,6.05e-06
kind,20.423052,6.21e-06
rom,20.418263,6.22e-06
ovulation,20.406091,6.26e-06
hurtful,20.375869,6.36e-06
adrafinil,20.364995,6.4e-06
exhausted,20.351598,6.44e-06
appreciate,20.340503,6.48e-06
didn,20.33989,6.48e-06
sounds,20.323521,6.54e-06
ganked,20.322839,6.54e-06
nbsp,20.29326,6.64e-06
cleavage,20.287856,6.66e-06
dress,20.285919,6.67e-06
slark,20.219541,6.9e-06
exfoliating,20.207742,6.95e-06
mana,20.203777,6.96e-06
whatever,20.198737,6.98e-06
shrines,20.189089,7.02e-06
aspergers,20.162316,7.11e-06
able,20.157375,7.13e-06
be,20.101517,7.34e-06
even,20.080816,7.42e-06
hypermobility,20.059072,7.51e-06
libido,20.016308,7.68e-06
batarians,20.015456,7.68e-06
data,19.986244,7.8e-06
masculine,19.979385,7.83e-06
dealing,19.907118,8.13e-06
amlactin,19.864544,8.31e-06
nightlies,19.858494,8.34e-06
honest,19.824383,8.49e-06
everyone,19.811034,8.55e-06
ecr,19.80282,8.59e-06
intimate,19.799507,8.6e-06
broke,19.77584,8.71e-06
convergence,19.697066,9.07e-06
experiences,19.587332,9.61e-06
how,19.576617,9.66e-06
pimples,19.503956,1.004e-05
court,19.496908,1.008e-05
motivation,19.472503,1.021e-05
angry,19.472046,1.021e-05
jaird,19.436191,1.04e-05
seduction,19.423697,1.047e-05
anemia,19.375133,1.074e-05
pills,19.320385,1.105e-05
worse,19.308178,1.112e-05
got,19.236595,1.155e-05
orgasm,19.225326,1.162e-05
venlafaxine,19.188488,1.184e-05
experience,19.10692,1.236e-05
situations,19.100166,1.24e-05
congress,19.093891,1.244e-05
doesnt,19.086368,1.249e-05
kissed,19.063927,1.264e-05
nuclear,19.040501,1.28e-05
tripping,18.955858,1.338e-05
baj,18.941562,1.348e-05
vyvanse,18.907204,1.372e-05
bf,18.889563,1.385e-05
wellbutrin,18.883367,1.39e-05
chad,18.865388,1.403e-05
hang,18.804412,1.448e-05
divorced,18.790861,1.459e-05
talking,18.789828,1.459e-05
gti,18.752763,1.488e-05
aerotank,18.740163,1.498e-05
scars,18.724501,1.51e-05
intimacy,18.711252,1.521e-05
ellie,18.670593,1.554e-05
thats,18.66158,1.561e-05
week,18.639005,1.58e-05
hate,18.590116,1.621e-05
sexuality,18.560975,1.646e-05
rheumatologist,18.514673,1.686e-05
telling,18.492479,1.706e-05
couple,18.473567,1.723e-05
media,18.467975,1.728e-05
guys,18.451858,1.743e-05
met,18.419262,1.773e-05
everything,18.406938,1.784e-05
legia,18.374492,1.815e-05
partners,18.365199,1.824e-05
research,18.341379,1.847e-05
dated,18.331863,1.856e-05
california,18.276009,1.911e-05
eyebrows,18.264518,1.923e-05
gdata,18.25588,1.931e-05
luck,18.226327,1.961e-05
alucard,18.194934,1.994e-05
offleash,18.19441,1.995e-05
overview,18.191475,1.998e-05
luvox,18.179971,2.01e-05
dai,18.161458,2.029e-05
face,18.15806,2.033e-05
glycolic,18.143011,2.049e-05
coping,18.106988,2.088e-05
tbqh,18.099388,2.097e-05
hobbies,18.080132,2.118e-05
treads,18.069959,2.129e-05
rsi,18.037342,2.166e-05
kat,18.002512,2.206e-05
paul,18.002146,2.207e-05
hypothyroidism,17.994672,2.215e-05
good,17.964901,2.25e-05
batarian,17.916162,2.309e-05
tax,17.895178,2.334e-05
vechs,17.776137,2.485e-05
mate,17.748986,2.521e-05
scientists,17.745453,2.525e-05
extremely,17.736552,2.537e-05
sdcard,17.724647,2.553e-05
psych,17.719665,2.56e-05
cis,17.712948,2.569e-05
infj,17.707183,2.577e-05
coils,17.70327,2.582e-05
de,17.649736,2.656e-05
darvanshel,17.630227,2.683e-05
pregnancy,17.621839,2.695e-05
gapps,17.621483,2.695e-05
asocial,17.596454,2.731e-05
bp,17.575645,2.761e-05
celtic,17.548682,2.8e-05
trpers,17.535092,2.821e-05
not,17.518449,2.845e-05
report,17.513354,2.853e-05
hado,17.509991,2.858e-05
market,17.509956,2.858e-05
taking,17.503148,2.868e-05
blablabla,17.498873,2.875e-05
troop,17.456656,2.939e-05
politics,17.418794,2.998e-05
bpd,17.368634,3.079e-05
birthday,17.368553,3.079e-05
knitting,17.364306,3.086e-05
kfb,17.327868,3.145e-05
power,17.310514,3.174e-05
security,17.274224,3.235e-05
masks,17.272495,3.238e-05
skype,17.256053,3.267e-05
pronouns,17.24276,3.289e-05
laptop,17.203879,3.358e-05
siblings,17.201794,3.361e-05
ask,17.162772,3.431e-05
america,17.122647,3.504e-05
clinically,17.091464,3.562e-05
around,17.081003,3.582e-05
childfree,17.07461,3.594e-05
study,17.045802,3.649e-05
appt,17.037911,3.664e-05
uhcs,17.022579,3.694e-05
contortionist,17.004758,3.729e-05
shepard,16.95752,3.823e-05
diffusal,16.95715,3.823e-05
clothes,16.939417,3.859e-05
billion,16.917554,3.904e-05
recently,16.907792,3.924e-05
sgs,16.904583,3.931e-05
exfoliate,16.889749,3.961e-05
batrider,16.886084,3.969e-05
loneliness,16.871187,4e-05
ultrasounds,16.835355,4.077e-05
sister,16.828935,4.09e-05
united,16.817526,4.115e-05
nsa,16.797219,4.159e-05
overweight,16.779215,4.199e-05
bad,16.741431,4.284e-05
ob,16.740504,4.286e-05
ffa,16.705457,4.366e-05
eyeshadow,16.697636,4.384e-05
nisovin,16.682967,4.418e-05
hillary,16.654635,4.484e-05
hannover,16.640401,4.518e-05
awake,16.636825,4.526e-05
agender,16.630376,4.542e-05
venting,16.603069,4.608e-05
pads,16.5515,4.735e-05
vape,16.518719,4.817e-05
serotonin,16.513326,4.831e-05
identity,16.458661,4.972e-05
physical,16.443295,5.013e-05
arkas,16.407464,5.108e-05
generikb,16.387974,5.161e-05
hurts,16.369134,5.213e-05
nonmonogamy,16.333,5.313e-05
gpm,16.330568,5.32e-05
bush,16.330264,5.321e-05
take,16.303536,5.396e-05
russia,16.290431,5.434e-05
fph,16.263472,5.512e-05
washington,16.219842,5.64e-05
sliver,16.198699,5.703e-05
jb,16.188177,5.735e-05
china,16.163629,5.81e-05
search,16.155812,5.834e-05
ptsd,16.110574,5.975e-05
roshan,16.092734,6.031e-05
obsessions,16.063285,6.126e-05
mask,16.020934,6.265e-05
campaign,16.013643,6.289e-05
economic,16.012114,6.294e-05
romantic,15.990526,6.366e-05
uterus,15.988395,6.373e-05
sniper,15.947564,6.512e-05
ebrake,15.946381,6.516e-05
miscarriage,15.946232,6.517e-05
history,15.930681,6.57e-05
nandroid,15.928302,6.579e-05
system,15.910011,6.643e-05
younger,15.897287,6.687e-05
realise,15.896607,6.69e-05
colorstay,15.864925,6.803e-05
creeps,15.859406,6.823e-05
link,15.857618,6.829e-05
cry,15.85205,6.849e-05
hawkman,15.813873,6.989e-05
insecure,15.811332,6.998e-05
stormcloaks,15.808453,7.009e-05
way,15.79146,7.072e-05
friendships,15.74002,7.267e-05
industry,15.671812,7.534e-05
pubs,15.640043,7.661e-05
felicity,15.6319,7.695e-05
shave,15.589606,7.869e-05
films,15.568027,7.959e-05
sadness,15.537915,8.087e-05
basher,15.534971,8.099e-05
prices,15.523113,8.15e-05
live,15.52262,8.152e-05
americans,15.516392,8.179e-05
warlord,15.490419,8.292e-05
review,15.482375,8.328e-05
brienne,15.460459,8.425e-05
gerbil,15.44446,8.497e-05
trans,15.442403,8.506e-05
xbl,15.433876,8.544e-05
technology,15.432274,8.552e-05
army,15.430238,8.561e-05
problems,15.416393,8.624e-05
suarez,15.412616,8.641e-05
sick,15.406735,8.668e-05
la,15.34092,8.975e-05
child,15.326,9.046e-05
picky,15.283747,9.251e-05
faraday,15.258901,9.373e-05
smile,15.24698,9.433e-05
fibromyalga,15.235318,9.491e-05
geomancer,15.216603,9.586e-05
medea,15.209994,9.619e-05
tmj,15.19105,9.716e-05
gender,15.174783,9.8e-05
fwb,15.172116,9.814e-05
fiance,15.12044,0.00010087
scrupulosity,15.119117,0.00010094
policy,15.082875,0.00010289
chin,15.055116,0.00010442
tbh,15.02348,0.00010618
matah,14.992758,0.00010792
ovulating,14.967477,0.00010938
confidence,14.952856,0.00011023
sweater,14.952029,0.00011028
democrats,14.947134,0.00011057
india,14.923206,0.00011198
vegan,14.907927,0.00011289
movies,14.896793,0.00011356
trailer,14.891311,0.00011389
tarantulas,14.835996,0.00011728
alpha,14.835087,0.00011733
officer,14.768901,0.00012152
roommate,14.767478,0.00012161
meepo,14.761403,0.00012201
ult,14.724562,0.00012441
outfarm,14.699407,0.00012609
vent,14.695826,0.00012633
horrible,14.682261,0.00012724
lykke,14.667706,0.00012822
fnv,14.647355,0.00012962
awkward,14.536277,0.00013749
wrestler,14.513618,0.00013915
afab,14.492247,0.00014074
struggling,14.491873,0.00014077
squealer,14.473334,0.00014216
autofiring,14.435078,0.00014507
ortons,14.430889,0.0001454
nasa,14.413515,0.00014675
conservative,14.411056,0.00014694
ivar,14.406735,0.00014727
helpful,14.389473,0.00014863
abyssal,14.375653,0.00014973
users,14.374268,0.00014984
prescription,14.361823,0.00015083
pill,14.351548,0.00015165
public,14.337059,0.00015283
knowing,14.328176,0.00015355
vaping,14.322838,0.00015399
cute,14.289655,0.00015672
zxcvfr,14.280102,0.00015752
ursa,14.272684,0.00015814
solar,14.246209,0.00016038
comforting,14.229165,0.00016184
cars,14.22229,0.00016243
bestfriend,14.219307,0.00016269
pantyhose,14.212399,0.00016329
benton,14.200839,0.0001643
pick,14.200301,0.00016434
pavs,14.184743,0.00016571
bray,14.132626,0.00017036
borla,14.125405,0.00017102
rool,14.123895,0.00017116
some,14.122028,0.00017133
psychotherapist,14.121571,0.00017137
prison,14.102428,0.00017312
everythingscience,14.088523,0.0001744
clinique,14.054748,0.00017756
kik,14.011757,0.00018167
thankfully,14.005368,0.00018229
veronica,13.997985,0.00018301
sertraline,13.991446,0.00018364
very,13.987684,0.00018401
election,13.986491,0.00018413
mycareer,13.978877,0.00018488
stun,13.972857,0.00018547
gasin,13.952869,0.00018745
miss,13.952361,0.0001875
piggies,13.947584,0.00018798
healthy,13.930854,0.00018966
piggie,13.923276,0.00019043
spiderbro,13.917768,0.00019098
insomnia,13.916917,0.00019107
afraid,13.862824,0.00019665
termi,13.847699,0.00019824
confide,13.845189,0.0001985
nether,13.82203,0.00020097
lesnar,13.811836,0.00020206
socially,13.811271,0.00020212
at,13.790539,0.00020436
international,13.773004,0.00020628
rand,13.763268,0.00020735
counselor,13.759337,0.00020779
other,13.752596,0.00020853
kunkka,13.742819,0.00020962
senate,13.742023,0.00020971
aunt,13.726462,0.00021145
conspiracy,13.701918,0.00021424
whiteheads,13.685839,0.00021608
until,13.682137,0.0002165
elses,13.650663,0.00022016
references,13.632361,0.00022232
chronic,13.621498,0.00022361
percent,13.615197,0.00022436
juggernaut,13.613817,0.00022453
overheats,13.596004,0.00022667
worried,13.565609,0.00023037
while,13.563489,0.00023063
ssy,13.536275,0.000234
transmasculine,13.531792,0.00023456
submitted,13.527766,0.00023506
would,13.524197,0.00023551
lunch,13.518324,0.00023625
somnophilia,13.515312,0.00023662
dizziness,13.460637,0.00024362
syria,13.445012,0.00024566
lovely,13.439721,0.00024635
rut,13.391215,0.00025281
attractiveness,13.375674,0.00025491
paulas,13.311048,0.00026385
nyssa,13.308456,0.00026421
glasslands,13.302569,0.00026504
poconos,13.280511,0.00026818
book,13.27949,0.00026833
jug,13.271191,0.00026952
pierced,13.2169,0.00027744
waterford,13.211954,0.00027817
weapons,13.176983,0.00028341
york,13.171569,0.00028423
lysa,13.153793,0.00028694
selfconscious,13.150944,0.00028737
progesterone,13.15002,0.00028752
strangers,13.135786,0.00028971
peruvians,13.119999,0.00029216
actually,13.119702,0.00029221
cried,13.090554,0.00029679
contractions,13.068549,0.0003003
sny,13.037553,0.00030531
glebe,13.019657,0.00030824
entendu,13.019411,0.00030828
apnoea,13.013614,0.00030923
carbon,12.992667,0.00031271
borderline,12.989726,0.0003132
klonopin,12.971951,0.00031619
laning,12.940963,0.00032147
hotd,12.934162,0.00032264
celexa,12.90937,0.00032694
islamic,12.908624,0.00032707
lutheran,12.906311,0.00032748
bras,12.876063,0.00033281
flv,12.865669,0.00033467
bkbs,12.861897,0.00033534
david,12.859552,0.00033576
diagnoses,12.855594,0.00033647
enough,12.843572,0.00033864
gossiping,12.812316,0.00034435
hes,12.803852,0.00034591
randomed,12.797883,0.00034701
long,12.793994,0.00034773
konjac,12.782067,0.00034996
jld,12.763942,0.00035337
nursery,12.758172,0.00035446
derm,12.732075,0.00035944
rough,12.725916,0.00036062
legs,12.720015,0.00036176
dysautonomia,12.698307,0.00036599
trish,12.686471,0.00036831
decided,12.686167,0.00036837
ideation,12.6749,0.0003706
shinsekai,12.673217,0.00037093
loving,12.664148,0.00037273
fevers,12.66336,0.00037289
college,12.659132,0.00037374
introverted,12.651366,0.00037529
harbour,12.646833,0.0003762
til,12.62873,0.00037986
ataks,12.613049,0.00038306
caring,12.611593,0.00038336
biotics,12.606645,0.00038438
apple,12.539302,0.00039848
action,12.50414,0.00040605
kanger,12.469733,0.0004136
pansexual,12.463628,0.00041495
stressful,12.446837,0.0004187
eat,12.446041,0.00041888
israeli,12.431764,0.00042209
again,12.429026,0.00042271
bloodstone,12.416677,0.00042552
home,12.389095,0.00043185
fbi,12.371184,0.00043601
economy,12.369703,0.00043636
shooting,12.360304,0.00043856
gotten,12.353019,0.00044027
apathetic,12.32764,0.0004463
mirakuru,12.326839,0.00044649
ganking,12.307525,0.00045114
confident,12.300529,0.00045283
wouldnt,12.248374,0.00046566
vagina,12.239507,0.00046788
director,12.212143,0.00047479
male,12.209632,0.00047543
growth,12.200605,0.00047774
start,12.200112,0.00047787
trump,12.18977,0.00048052
sad,12.180547,0.0004829
bitcoin,12.170641,0.00048548
mass,12.165219,0.00048689
xx,12.137242,0.00049425
dispenser,12.108013,0.00050206
citizens,12.107501,0.00050219
ldr,12.100951,0.00050396
civil,12.100733,0.00050402
released,12.097858,0.0005048
crutches,12.075986,0.00051075
triple,12.068106,0.00051292
marth,12.066475,0.00051337
grope,12.062147,0.00051456
vidmaster,12.060372,0.00051505
cat,12.046079,0.00051901
midlane,12.027999,0.00052407
rememberer,11.99402,0.00053372
currently,11.969433,0.0005408
tramadol,11.966064,0.00054178
roamin,11.963201,0.00054262
lorazepam,11.957667,0.00054423
moved,11.957555,0.00054426
shipleys,11.950597,0.0005463
supreme,11.935836,0.00055064
unranked,11.929126,0.00055263
ashamed,11.926758,0.00055333
niresh,11.926489,0.00055341
omnirom,11.922923,0.00055447
hba,11.913253,0.00055736
ssris,11.895063,0.00056283
rights,11.89499,0.00056285
lingerie,11.891708,0.00056384
sers,11.886866,0.00056531
launch,11.885919,0.0005656
crime,11.879109,0.00056767
comfort,11.877738,0.00056809
dogekac,11.868368,0.00057095
transmen,11.864193,0.00057224
date,11.844109,0.00057844
