,score,pval
billion,62.53581,0.0
crime,62.07389,0.0
feels,61.809621,0.0
much,61.477194,0.0
awful,61.431277,0.0
supreme,60.918574,0.0
get,60.044944,0.0
whenever,59.10606,0.0
heroes,58.781167,0.0
mass,58.418636,0.0
fbi,58.208738,0.0
attracted,57.90019,0.0
cerave,57.70095,0.0
emotionally,57.378764,0.0
dating,57.276784,0.0
industry,57.096561,0.0
symptoms,56.942148,0.0
diagnosed,56.764845,0.0
attractive,56.289341,0.0
policy,55.714167,0.0
com,55.67972,0.0
mmr,55.364422,0.0
washington,55.351626,0.0
submitted,53.829378,0.0
emotional,53.778349,0.0
launch,53.483219,0.0
through,53.440519,0.0
system,53.425964,0.0
democratic,53.222461,0.0
citizens,52.265999,0.0
dad,52.258703,0.0
out,52.139294,0.0
mental,52.056154,0.0
carbon,51.868179,0.0
army,51.285452,0.0
you,50.867092,0.0
girl,50.866431,0.0
told,50.644705,0.0
tell,50.151137,0.0
keto,49.907263,0.0
girlfriend,49.345952,0.0
yourself,49.110533,0.0
sexual,49.012792,0.0
months,48.723083,0.0
mom,48.18025,0.0
lotion,47.280978,0.0
when,47.173957,0.0
worse,46.395048,0.0
medications,46.280657,0.0
sister,45.802847,0.0
solar,45.728623,0.0
like,45.387559,0.0
google,45.259871,0.0
united,45.071181,0.0
anyway,45.03296,0.0
doctors,45.007574,0.0
by,44.407476,0.0
cars,44.200658,0.0
apple,43.807149,0.0
girls,43.785311,0.0
uncomfortable,43.650921,0.0
officer,43.491466,0.0
aha,43.294292,0.0
depressive,43.25122,0.0
america,43.131503,0.0
rights,42.935227,0.0
routine,42.387125,0.0
unhappy,42.309809,0.0
greece,42.285859,0.0
corporate,42.250449,0.0
mum,42.054533,0.0
telling,41.725675,0.0
court,41.692263,0.0
dispenser,41.668144,0.0
physically,41.5435,0.0
la,41.315156,0.0
situations,40.639061,0.0
mother,40.247705,0.0
doctor,40.123264,0.0
til,40.092517,0.0
cry,39.905823,0.0
report,39.587297,0.0
prices,39.492432,0.0
site,39.486469,0.0
things,39.371545,0.0
hair,39.155314,0.0
bkb,39.012131,0.0
moisturizer,38.947482,0.0
family,38.780516,0.0
sleeping,38.74165,0.0
killed,38.739096,0.0
help,38.725863,0.0
nasa,38.363608,0.0
life,38.333596,0.0
queer,38.129887,0.0
laws,38.092106,0.0
us,37.840553,0.0
helped,37.739614,0.0
companies,37.325123,0.0
together,37.303001,0.0
really,37.15877,0.0
zoloft,36.512085,0.0
about,36.446517,0.0
antidepressants,36.267916,0.0
tired,36.180522,0.0
sick,35.956908,0.0
york,35.784777,0.0
happy,35.673118,0.0
week,35.667676,0.0
can,35.663118,0.0
tried,35.456109,0.0
union,35.258925,0.0
pcos,35.175407,0.0
problems,35.068709,0.0
growth,34.976154,0.0
experiences,34.831961,0.0
pregnant,34.620217,0.0
partners,34.602189,0.0
conversations,34.555326,0.0
talked,34.315166,0.0
female,34.066839,1e-08
sr,34.065458,1e-08
while,34.039673,1e-08
psychiatrist,33.903606,1e-08
economic,33.847868,1e-08
illness,33.795782,1e-08
emotions,33.762995,1e-08
supportive,33.720273,1e-08
stress,33.521975,1e-08
ex,33.477273,1e-08
asexuality,33.363137,1e-08
prescription,33.227542,1e-08
married,33.165114,1e-08
psychologist,33.028428,1e-08
anxious,32.988372,1e-08
debate,32.934532,1e-08
fetish,32.86059,1e-08
miserable,32.428824,1e-08
person,32.275409,1e-08
unattractive,32.135873,1e-08
dota,32.089241,1e-08
though,31.94578,2e-08
cm,31.939478,2e-08
overview,31.865813,2e-08
shes,31.758127,2e-08
severe,31.648041,2e-08
personality,31.641537,2e-08
find,31.559114,2e-08
david,31.415619,2e-08
csgo,31.231216,2e-08
sunscreen,30.91673,3e-08
issues,30.608009,3e-08
international,30.531727,3e-08
ocd,30.335102,4e-08
hope,29.456628,6e-08
diagnosis,29.24299,6e-08
conversation,29.21525,6e-08
suicide,29.203263,7e-08
since,29.160509,7e-08
therapists,29.118362,7e-08
attraction,28.834926,8e-08
shelly,28.817595,8e-08
mg,28.70242,8e-08
author,28.422924,1e-07
try,28.402791,1e-07
haha,28.207863,1.1e-07
difficult,27.730673,1.4e-07
friendship,27.712381,1.4e-07
other,27.700196,1.4e-07
day,27.640006,1.5e-07
actually,27.509728,1.6e-07
comfortable,27.425638,1.6e-07
chronic,27.411926,1.6e-07
also,27.232576,1.8e-07
awake,27.110589,1.9e-07
islamic,27.089262,1.9e-07
poly,27.085023,1.9e-07
cleanser,27.038184,2e-07
prozac,26.992884,2e-07
shawn,26.754705,2.3e-07
do,26.655766,2.4e-07
cope,26.636798,2.5e-07
keys,26.58915,2.5e-07
physical,26.51109,2.6e-07
friendships,26.29337,2.9e-07
boyfriends,26.262304,3e-07
hugs,26.131677,3.2e-07
realize,26.076742,3.3e-07
aghs,26.060825,3.3e-07
diagnoses,25.913187,3.6e-07
hydrox,25.689711,4e-07
shooting,25.640613,4.1e-07
been,25.451924,4.5e-07
vaseline,25.434379,4.6e-07
bp,25.375884,4.7e-07
russian,25.19937,5.2e-07
asleep,25.142591,5.3e-07
younger,25.092894,5.5e-07
need,25.087849,5.5e-07
school,24.974616,5.8e-07
hero,24.855695,6.2e-07
mood,24.700285,6.7e-07
divorced,24.62726,7e-07
counselling,24.361261,8e-07
cheated,24.252739,8.4e-07
appointment,24.116116,9.1e-07
exhausted,24.093403,9.2e-07
something,23.587656,1.19e-06
uhc,23.458902,1.28e-06
tf,23.292851,1.39e-06
cbt,23.260043,1.42e-06
trying,23.246789,1.42e-06
or,23.073438,1.56e-06
identity,22.893535,1.71e-06
male,22.867669,1.74e-06
calvin,22.860816,1.74e-06
else,22.703044,1.89e-06
lipstick,22.368094,2.25e-06
nervous,22.19103,2.47e-06
pregnancy,22.095798,2.59e-06
happiness,22.075173,2.62e-06
sexually,22.061433,2.64e-06
upset,21.896016,2.88e-06
still,21.792799,3.04e-06
behaviour,21.775877,3.06e-06
brother,21.712648,3.17e-06
lesbians,21.623322,3.32e-06
sexuality,21.506113,3.53e-06
counseling,21.497056,3.54e-06
apnea,21.48963,3.56e-06
kayfabe,21.404858,3.72e-06
lonely,21.36184,3.8e-06
always,21.188037,4.16e-06
restrict,20.983555,4.63e-06
aupair,20.771343,5.18e-06
percent,20.611878,5.62e-06
odst,20.547837,5.82e-06
hobbes,20.288219,6.66e-06
seeing,20.21283,6.93e-06
situation,20.205359,6.96e-06
angry,20.161228,7.12e-06
thinking,20.082473,7.42e-06
breakup,20.075455,7.44e-06
caring,20.047342,7.55e-06
xanax,19.980403,7.82e-06
melatonin,19.975003,7.85e-06
kp,19.945041,7.97e-06
workers,19.875889,8.26e-06
istick,19.748955,8.83e-06
divorce,19.694058,9.09e-06
thats,19.684471,9.13e-06
gank,19.620265,9.45e-06
hurts,19.475486,1.019e-05
it,19.448282,1.034e-05
michaels,19.374977,1.074e-05
troll,19.368554,1.078e-05
hurt,19.310423,1.111e-05
siblings,19.255143,1.144e-05
crying,19.17973,1.19e-05
cymbalta,18.900586,1.377e-05
bed,18.834059,1.426e-05
anderz,18.808614,1.445e-05
feminine,18.799669,1.452e-05
gender,18.775811,1.47e-05
childcare,18.738058,1.5e-05
blink,18.730822,1.505e-05
relate,18.702287,1.528e-05
take,18.616136,1.599e-05
charlie,18.512648,1.688e-05
extremely,18.503737,1.696e-05
selfish,18.417107,1.775e-05
mkb,18.288155,1.899e-05
mindcrack,18.228564,1.959e-05
now,18.223826,1.964e-05
too,18.050105,2.152e-05
usually,18.023037,2.182e-05
coping,17.954421,2.263e-05
advice,17.877551,2.356e-05
very,17.864863,2.372e-05
went,17.790402,2.466e-05
dealing,17.757078,2.51e-05
officials,17.724581,2.553e-05
child,17.713535,2.568e-05
neem,17.633901,2.678e-05
exhausting,17.418264,2.999e-05
ehlersdanlos,17.343055,3.12e-05
eds,17.340225,3.125e-05
confidence,17.295634,3.199e-05
pimples,17.261379,3.257e-05
neutrogena,17.116912,3.515e-05
abusive,17.081844,3.58e-05
sadness,17.071637,3.6e-05
if,17.051799,3.637e-05
whatever,17.045098,3.65e-05
stridex,17.037313,3.665e-05
your,16.847103,4.052e-05
worried,16.790535,4.174e-05
sociable,16.758001,4.246e-05
skincare,16.752031,4.26e-05
doing,16.665996,4.457e-05
lately,16.615412,4.578e-05
orgasm,16.574375,4.678e-05
kissed,16.526264,4.798e-05
thing,16.460262,4.968e-05
thank,16.399301,5.13e-05
eyebrows,16.398531,5.132e-05
uni,16.302334,5.4e-05
thankful,16.289624,5.436e-05
ellie,16.280406,5.463e-05
pill,16.218853,5.643e-05
sydney,16.212941,5.661e-05
that,16.205802,5.682e-05
probably,16.194447,5.716e-05
sucks,16.190128,5.729e-05
masks,16.16203,5.815e-05
intimate,16.154995,5.836e-05
kids,16.141931,5.877e-05
dosage,16.124774,5.93e-05
breakouts,16.055974,6.15e-05
theatre,15.985203,6.384e-05
asexuals,15.901376,6.673e-05
prescribed,15.786434,7.091e-05
alpha,15.663913,7.565e-05
orientation,15.64,7.662e-05
masculine,15.637026,7.674e-05
counsellor,15.569581,7.952e-05
nations,15.549731,8.036e-05
mana,15.526625,8.135e-05
loving,15.526431,8.136e-05
tripping,15.492533,8.283e-05
bf,15.480521,8.336e-05
stay,15.474324,8.363e-05
until,15.463562,8.411e-05
guess,15.456863,8.441e-05
trp,15.423364,8.592e-05
andnbsp,15.370179,8.837e-05
oily,15.355625,8.906e-05
stepdad,15.311516,9.116e-05
baby,15.28894,9.226e-05
ashamed,15.239512,9.47e-05
motivation,15.223655,9.55e-05
stressed,15.208413,9.627e-05
chad,15.201889,9.661e-05
gotten,15.188075,9.732e-05
moisturizing,15.167472,9.838e-05
skadi,15.152354,9.917e-05
mindcrackers,15.088123,0.00010261
wanted,14.992882,0.00010792
better,14.931963,0.00011146
vent,14.924007,0.00011193
normal,14.790016,0.00012017
started,14.782365,0.00012066
qop,14.772485,0.00012129
lovely,14.648721,0.00012952
birthday,14.61454,0.00013189
wanting,14.549764,0.00013651
panromantic,14.506521,0.00013968
ssris,14.43345,0.0001452
venting,14.39022,0.00014857
then,14.373617,0.00014989
caliper,14.307363,0.00015526
nyx,14.30178,0.00015572
constantly,14.158534,0.00016803
citalopram,14.129643,0.00017063
mine,14.099155,0.00017342
dysthymia,14.004309,0.00018239
ptsd,13.996304,0.00018317
again,13.995849,0.00018321
anything,13.964265,0.00018632
nonbinary,13.957191,0.00018702
miscarriage,13.909081,0.00019187
lexapro,13.893073,0.00019351
elses,13.879866,0.00019487
awkward,13.844474,0.00019858
semester,13.818699,0.00020132
eblade,13.789314,0.0002045
pa,13.788265,0.00020461
anymore,13.740765,0.00020985
romantic,13.740628,0.00020987
spf,13.661004,0.00021895
tinker,13.611633,0.00022479
hazel,13.602289,0.00022591
lot,13.543464,0.0002331
selfesteem,13.541461,0.00023335
fogger,13.51303,0.00023691
gyno,13.506871,0.00023769
scars,13.456486,0.00024416
knitting,13.395273,0.00025226
tbh,13.366494,0.00025616
everything,13.358157,0.0002573
sorry,13.350005,0.00025842
night,13.33812,0.00026006
aosp,13.326436,0.00026169
naturals,13.314594,0.00026335
thankfully,13.285622,0.00026745
skype,13.266638,0.00027017
healthy,13.20781,0.00027878
honestly,13.181916,0.00028266
at,13.179125,0.00028308
college,13.139907,0.00028907
mach,13.127357,0.00029102
troop,13.100808,0.00029517
sandman,13.037842,0.00030526
moisturize,13.024623,0.00030742
annamarie,12.998406,0.00031176
tampons,12.932376,0.00032295
undertaker,12.921426,0.00032484
insecure,12.912975,0.00032631
aunt,12.899009,0.00032876
mask,12.847079,0.00033801
loneliness,12.798208,0.00034695
rhys,12.776953,0.00035092
cpap,12.717945,0.00036216
bpd,12.69678,0.00036629
wish,12.666168,0.00037233
met,12.660897,0.00037338
overweight,12.63516,0.00037856
brienne,12.601186,0.0003855
struggling,12.587222,0.00038839
aspergers,12.555635,0.00039501
adorable,12.529352,0.00040061
legs,12.420078,0.00042474
yarn,12.377414,0.00043456
psych,12.297376,0.0004536
bha,12.265194,0.00046149
broke,12.216233,0.00047375
lip,12.159982,0.00048826
dated,12.155954,0.00048931
dsg,12.148508,0.00049127
butch,12.124047,0.00049776
buspar,12.119105,0.00049908
roms,12.107758,0.00050212
salicylic,12.080686,0.00050947
osteoarthritis,12.057128,0.00051595
officers,12.01232,0.0005285
pills,11.968206,0.00054116
sniper,11.961444,0.00054313
uterus,11.959536,0.00054368
going,11.958217,0.00054407
seduction,11.934849,0.00055094
jb,11.916323,0.00055644
counselor,11.86472,0.00057207
around,11.843611,0.0005786
liverpool,11.814706,0.00058765
crps,11.812622,0.00058831
smile,11.767865,0.00060262
foaming,11.715753,0.00061973
decided,11.71064,0.00062144
love,11.685236,0.00062998
ocm,11.658578,0.00063907
libido,11.603951,0.00065812
fph,11.57874,0.0006671
chin,11.576904,0.00066776
offlane,11.574846,0.0006685
understand,11.574204,0.00066873
ult,11.542639,0.00068018
thoughts,11.501219,0.00069551
ob,11.500961,0.0006956
clinically,11.447703,0.00071582
xx,11.440934,0.00071844
wrestlers,11.431441,0.00072212
millbee,11.426433,0.00072407
metformin,11.420704,0.0007263
never,11.407077,0.00073165
study,11.385583,0.00074016
olicity,11.377191,0.00074351
pubs,11.371184,0.00074592
lgbtq,11.359781,0.00075052
serotonin,11.356429,0.00075187
cervix,11.347183,0.00075562
aokp,11.324374,0.00076496
juggernaut,11.292748,0.0007781
comforting,11.225992,0.0008066
jealous,11.0888,0.00086851
intimacy,11.052021,0.00088591
lunch,11.043753,0.00088987
hug,11.00098,0.00091064
bloodseeker,10.997639,0.00091228
cis,10.934316,0.00094399
selfconscious,10.887485,0.00096816
wasd,10.855419,0.00098507
for,10.839157,0.00099376
nursery,10.835979,0.00099547
hurtful,10.829038,0.00099921
painful,10.80684,0.00101126
labo,10.791184,0.00101985
dotabuff,10.789542,0.00102075
scared,10.765384,0.00103416
hobbies,10.727364,0.00105563
weaver,10.692607,0.00107565
witchery,10.684405,0.00108042
diggle,10.678209,0.00108405
pih,10.658094,0.0010959
warlord,10.644377,0.00110406
be,10.643199,0.00110476
sms,10.531399,0.00117363
face,10.489827,0.00120034
celtic,10.47826,0.00120787
sgs,10.454824,0.0012233
kind,10.434267,0.00123699
un,10.422092,0.00124517
snail,10.42067,0.00124613
euls,10.391872,0.00126571
atomizer,10.379263,0.00127439
insomnia,10.371335,0.00127987
hang,10.354889,0.00129132
nebris,10.352876,0.00129273
childfree,10.301668,0.0013291
dizziness,10.239038,0.00137499
hado,10.229388,0.00138221
exfoliating,10.216555,0.00139186
he,10.180554,0.0014193
esteem,10.112648,0.00147255
benton,10.111649,0.00147335
creeps,10.105111,0.00147859
transpeople,10.084137,0.00149551
nmom,10.057384,0.00151739
somnophiliac,10.033569,0.00153713
appreciate,10.0312,0.00153911
cleanse,10.028982,0.00154096
thayers,10.026611,0.00154295
genderqueer,10.000619,0.00156488
hannover,9.987919,0.00157571
aspd,9.977376,0.00158475
makes,9.938948,0.00161818
linings,9.925173,0.00163034
eleaf,9.914486,0.00163983
moisturized,9.909055,0.00164468
easier,9.872304,0.00167785
ovulation,9.861252,0.00168796
traumatic,9.858933,0.00169009
vagina,9.846112,0.00170191
hypothyroidism,9.800968,0.0017442
veritas,9.754792,0.00178856
didn,9.746231,0.00179691
shave,9.738479,0.0018045
was,9.726836,0.00181597
kik,9.677989,0.00186489
linkens,9.674958,0.00186797
treads,9.645067,0.00189861
jug,9.585636,0.00196106
everyone,9.559675,0.00198898
pronouns,9.506588,0.00204735
rom,9.441335,0.00212149
cobra,9.436218,0.00212742
forces,9.417152,0.00214965
tbqh,9.399685,0.00217023
sertraline,9.370471,0.00220509
comfort,9.365337,0.00221127
clothes,9.354806,0.00222402
eyeshadow,9.343597,0.00223766
amiibos,9.330757,0.00225339
calvins,9.307966,0.0022816
strangers,9.29229,0.0023012
bdubs,9.265716,0.00233483
veronica,9.209975,0.002407
glycolic,9.183808,0.00244165
anyone,9.114934,0.00253531
unranked,9.114434,0.002536
borderline,9.096323,0.00256124
amlactin,9.056668,0.00261739
nobilis,9.030968,0.00265444
afraid,9.021876,0.00266767
pierced,8.983993,0.00272355
instocktrades,8.974457,0.0027378
fiance,8.964764,0.00275236
crush,8.957338,0.00276357
anemia,8.921909,0.0028177
wellbutrin,8.916295,0.00282637
bestfriend,8.903787,0.0028458
viper,8.88996,0.00286743
slark,8.876501,0.00288865
lina,8.858942,0.00291657
currently,8.852816,0.00292637
up,8.836101,0.00295329
rosh,8.817308,0.00298387
gorgeous,8.814286,0.00298881
exfoliate,8.787678,0.00303272
ganked,8.780502,0.00304467
rough,8.776545,0.00305129
its,8.740381,0.00311239
trazadone,8.726071,0.00313692
nandroid,8.714612,0.0031567
not,8.713411,0.00315878
gerbil,8.668644,0.00323732
rheumatologist,8.661512,0.00325002
lorazepam,8.641567,0.00328579
blablabla,8.623572,0.0033184
abyssal,8.598805,0.00336384
offleash,8.55551,0.00344478
socially,8.494475,0.00356227
vaping,8.489134,0.00357274
kat,8.486928,0.00357707
ultrasounds,8.477338,0.00359598
luvox,8.433747,0.00368321
trpers,8.422105,0.00370686
pm,8.351852,0.00385294
ask,8.308465,0.00394607
venlafaxine,8.27054,0.00402935
hypermobility,8.266891,0.00403746
cried,8.260636,0.00405139
felicity,8.248059,0.00407956
eliquid,8.244073,0.00408853
aquila,8.242247,0.00409264
diffusal,8.199957,0.00418914
masturbate,8.186481,0.00422037
pantyhose,8.181669,0.00423158
enjoy,8.178879,0.00423809
orton,8.171151,0.00425619
talking,8.153574,0.00429764
valiant,8.151313,0.004303
dvz,8.133828,0.00434469
introverted,8.093635,0.0044421
obsessions,8.047628,0.00455633
twostory,8.003288,0.00466925
taking,8.000701,0.00467593
progesterone,7.978087,0.00473469
gti,7.964881,0.00476936
eciggity,7.886665,0.00498006
appt,7.870119,0.00502584
basher,7.869308,0.00502809
crutches,7.810437,0.00519453
epidural,7.772361,0.00530517
tramadol,7.772323,0.00530528
tmj,7.719792,0.00546187
guude,7.71139,0.00548735
aerotank,7.685288,0.00556728
attractiveness,7.683849,0.00557172
paulas,7.679785,0.00558428
trans,7.67395,0.00560237
overheats,7.615534,0.00578676
celexa,7.609768,0.00580529
baj,7.589485,0.00587097
knit,7.578814,0.00590583
rut,7.534208,0.00605383
lingerie,7.53022,0.00606725
laptop,7.525854,0.00608197
htp,7.473512,0.00626133
vape,7.471642,0.00626784
fibromyalga,7.466598,0.00628542
ssy,7.45366,0.00633076
dress,7.447213,0.00635347
pansexual,7.422514,0.00644128
asocial,7.397558,0.00653125
mate,7.391308,0.00655398
friendzone,7.376373,0.00660863
didnt,7.372589,0.00662255
how,7.371778,0.00662554
fwb,7.362156,0.00666109
helpful,7.331037,0.00677739
uhcs,7.321623,0.00681299
marth,7.314425,0.00684033
outfarm,7.294787,0.0069155
researchers,7.293194,0.00692163
search,7.286821,0.00694623
generikb,7.234609,0.00715114
harbour,7.158506,0.00746093
xbl,7.149912,0.00749677
little,7.138415,0.00754498
adrafinil,7.100209,0.00770749
showering,7.094068,0.00773395
former,7.057278,0.00789439
vechs,7.055597,0.0079018
confident,7.05107,0.00792179
wrestler,7.040029,0.00797078
biotic,7.037601,0.00798159
ovulating,7.003253,0.00813617
contour,6.988756,0.00820234
nonmonogamy,6.981254,0.00823679
cat,6.977441,0.00825435
laning,6.969509,0.00829102
contractions,6.944208,0.0084091
ideation,6.936895,0.00844355
vyvanse,6.93635,0.00844613
colorstay,6.925556,0.00849726
wedding,6.900817,0.00861563
weight,6.895408,0.00864174
ecr,6.893943,0.00864883
contortionist,6.858383,0.00882264
counsellors,6.837501,0.00892636
acupuncture,6.834101,0.00894337
enough,6.832346,0.00895216
reapers,6.830125,0.0089633
sliver,6.786331,0.00918585
somnophilia,6.774598,0.00924643
legia,6.699104,0.00964614
date,6.68835,0.0097045
borla,6.677191,0.00976544
roshan,6.663019,0.0098434
klonopin,6.658931,0.00986601
ldr,6.645824,0.00993885
bras,6.631532,0.01001891
pads,6.612297,0.01012769
stun,6.604751,0.0101707
confide,6.590317,0.01025349
nether,6.566872,0.01038944
picky,6.559054,0.01043519
weaned,6.501928,0.01077576
realise,6.456152,0.01105688
infj,6.442733,0.01114071
gossiping,6.434837,0.01119034
fevers,6.361829,0.01166013
able,6.350679,0.01173364
autofiring,6.346695,0.01176002
agender,6.343162,0.01178347
geomancer,6.316109,0.01196459
apathetic,6.31133,0.01199688
triple,6.305684,0.01203515
arkas,6.265738,0.01230949
shinsekai,6.252704,0.01240039
mind,6.247948,0.01243373
them,6.214245,0.01267264
squealer,6.188406,0.012859
hypermobile,6.181467,0.01290952
transmasculine,6.180473,0.01291677
gpm,6.138677,0.01322563
dysautonomia,6.128735,0.0133002
grope,6.090774,0.01358896
lutheran,6.083681,0.01364362
dont,6.040587,0.01398063
ganking,6.03246,0.01404514
dagon,6.005585,0.01426066
piggies,5.99026,0.01438508
bloodstone,5.93554,0.01483852
gapps,5.912461,0.01503416
pavs,5.909815,0.01505676
glasslands,5.885286,0.01526792
afab,5.849543,0.0155811
ursa,5.795985,0.01606282
jeannie,5.769235,0.01630914
before,5.765619,0.01634272
scrupulosity,5.740939,0.01657393
cleavage,5.733865,0.01664082
psychotherapist,5.732808,0.01665083
termi,5.709456,0.01687376
stressful,5.696869,0.0169952
ataks,5.694659,0.01701662
coils,5.65521,0.01740359
maybe,5.654329,0.01741234
whiteheads,5.616801,0.01778909
transmen,5.603517,0.01792446
hotd,5.594544,0.0180165
lysa,5.553425,0.01844456
ortons,5.539907,0.01858757
ivar,5.491058,0.01911397
apnoea,5.483405,0.01919783
batrider,5.481593,0.01921774
sny,5.429605,0.01979816
trish,5.413571,0.01998081
entendu,5.40806,0.02004398
randomed,5.379449,0.02037531
dai,5.367928,0.02051033
infjs,5.350145,0.02072055
lykke,5.320587,0.02107491
comedones,5.319582,0.02108706
derm,5.290225,0.02144545
nightlies,5.276771,0.02161179
tarantulas,5.266896,0.02173474
konjac,5.252665,0.02191319
lesnar,5.224785,0.0222672
ebrake,5.218902,0.02234266
shrines,5.209658,0.02246176
cirrhosis,5.116103,0.02370479
chronotherapy,5.081048,0.02418875
sweater,5.070085,0.02434219
suarez,5.063364,0.02443676
swelling,5.001055,0.02533188
moved,4.998176,0.02537404
roommate,4.949614,0.0260965
glebe,4.948143,0.02611871
gusset,4.922309,0.02651206
clinique,4.914089,0.02663851
piggie,4.862814,0.02744155
bkbs,4.853335,0.02759273
newedge,4.838333,0.02783379
youre,4.830934,0.02795349
care,4.810297,0.02829018
yetiiwho,4.738391,0.02949665
yetii,4.73834,0.02949752
recently,4.721785,0.02978282
way,4.66029,0.03086798
sad,4.632921,0.03136412
clinkz,4.62581,0.03149439
roamin,4.603636,0.03190423
stangmods,4.554423,0.03283382
zxcvfr,4.548025,0.03295673
midlane,4.526222,0.03337922
gpt,4.506555,0.03376517
getting,4.492661,0.03404065
aeropostale,4.482352,0.03424656
shouldnt,4.437562,0.03515642
newedgemustang,4.344089,0.03713764
stormcloaks,4.343482,0.03715087
rememberer,4.323441,0.03759084
only,4.321956,0.03762364
sdcard,4.265184,0.03890104
waterford,4.234281,0.0396154
meepo,4.226654,0.03979381
hawkman,4.207221,0.04025222
willing,4.177108,0.04097356
poconos,4.120113,0.04237624
jaird,4.08103,0.04336723
felting,4.016494,0.04505728
darvanshel,3.972897,0.04623816
generiks,3.961342,0.04655658
lcms,3.955451,0.04671979
honest,3.847395,0.04982333
bomer,3.841284,0.05000521
fnv,3.838055,0.05010161
peruvians,3.816096,0.05076239
millbees,3.786044,0.05168165
nisovin,3.77367,0.05206527
home,3.767306,0.05226375
nitesmoke,3.761335,0.05245068
alucard,3.758644,0.05253518
atandt,3.741616,0.05307309
experience,3.737193,0.05321377
